fecha,hora,pais,categoria_sicu,descripcion,localizacion,lat,lon,fuente
2025-11-16,07:55:04,Haiti,Otros,El Secretario de Estado de los Estados Unidos Rubio y la Ministra canadiense Anita Anand intercambian sobre la seguridad en Haití y Oriente Medio - Haiti Gazette Daily Haiti News https://haiitigazette.com/la Secretaria-secretaria-detat-americain-rubio-et-la Ministra-canadiana-anita-anand-e-cambiante-en-la seguridad-en-haiti-y-el Oriente Medio-Orien-Orien-Orien-2/ El Secretario de Estado estadounidense Rubio y la Ministra canadiense Anita Anand intercambian sobre la seguridad en Haití y Oriente Medio-Orien-Orien-o Medio-Orien-Orien-Orien-2/ El Secretario de Estado de los Estados Unidos Rubio y la Ministra canadiense Anita Anand intercambian sobre la seguridad en Haití y Oriente Medio-Orien-Orien-Rubio y la Ministra canadiense Anita Anand discutieron sobre la coordinación bilateral para reforzar la seguridad en Haití y promover la estabilidad internacional.,,,,WEB haitigazette.com
2025-11-16,07:55:34,Haiti,Conflicto Armado,"Safe Airspace - Conflict Zone & Risk Database https://safeairspace.net/armenia/ para recibir advertencias de Zona de Conflicto y Riesgo. Le alertaremos cuando haya cambios significativos y le enviaremos resúmenes actualizados cuando se publiquen. La Base de Datos de Zona de Conflicto y Riesgo proporciona un recurso único, independiente y eternamente gratuito para todas las advertencias de riesgo en el espacio aéreo, de modo que las aerolíneas y los operadores de aeronaves puedan ver fácilmente la imagen de riesgo actual para el espacio aéreo desconocido. Safe Airspace es una iniciativa de OPSGROUP , una organización independiente con 7000 miembros, compuesta por aerolíneas, departamentos de vuelos corporativos, operadores privados, operadores de charter, militares y gubernamentales. para recibir advertencias de Zona de Conflicto y Riesgo. Le alertaremos cuando haya cambios significativos y le enviaremos resúmenes actualizados cuando se publiquen.",,,,WEB safeairspace.net
2025-11-16,17:24:22,Haiti,Otros,"Esta temporada de vacaciones, reducir el fanfarroneo en línea - Rezo Nòdwès https://rezonodwes.com/?p=369309 Esta temporada de vacaciones, bajar el fanfarroneo en línea 2025 ha sido, para decirlo suavemente, caótico.",,,,WEB rezonodwes.com
2025-11-16,17:24:23,Haiti,Otros,"- Rezo Nòdwès https://renononododwes.com/?p=369307 Ceremonia de entrega del tercer premio - JEAN Léopold Domini Dominica, Justicia y Solidaridad honra a los vencedores - Rezo Nòdwès https://renononododwes.com/?p=369307 Ceremonia de entrega del tercer premio - JEAN Léopold Domini Dominica, Justicia y Solidaridad honra a los vencedores L'Organ de defensa de los derechos humanos Justici y Solememard-Justici y Solemememememon honor a todos los vencedores - Rezo Nòdwès https://rezononododwes.com/?p=369307 Ceremonia de entrega del tercer premio - JEAN Léopold Dominica, Justicia y Solidaridad honra a los vencedores L'Organ de defensa de los derechos humanos Justicia a todos con su tradición bienal al rendir homenaje a las ciudadanas y ciudadanos que se distinguen por su compromiso patria de los derechos humanos a partir de las 9 A.M.",,,,WEB rezonodwes.com
2025-11-16,17:28:38,Haiti,Otros,Haití - FLASH : Calendario oficial de las próximas elecciones https://www.haitilibre.com/en/news-46218-haiti-flash-oficial-calendario de las próximas elecciones.html,,,,@HaitiLibre
2025-11-16,17:28:38,Haiti,Otros,iciHaiti - Seguridad : Conclusión de dos semanas de entrenamiento para bomberos de SIMPAP https://www.icihaiti.com/en/news-46219-icihaiti-seguridad-conclusión de dos semanas de entrenamiento para bomberos de Simpap.html,,,,@HaitiLibre
2025-11-16,17:28:38,Haiti,Criminalidad,Haití - Inseguridad : Marines estadounidenses intercambiaron fuego con pandilleros https://www.haitilibre.com/en/news-46220-haiti-inseguridad-us-marines-intercambiado-fuego-con-gang-miembros.html,,,,@HaitiLibre
2025-11-16,17:28:38,Haiti,Otros,iciHaiti - Economía : Apertura del primer Tribunal de Alimentos del país https://www.icihaiti.com/en/news-46221-icihaiti-economía-apertura-del-país-s-first-food-court.html,,,,@HaitiLibre
2025-11-16,17:28:38,Haiti,Criminalidad,Haití - Croix-des-Bouquets : La Policía Nacional de Haití (PNH) da un golpe decisivo contra la banda «400 Mawozo» https://www.haitilibre.com/en/news-46222-haiti-croix-des-bouquets-the-haitian-national-police-pnh-deals-a-decisivo-brote-contra-the-400-mawozo-gang.html,,,,@HaitiLibre
2025-11-16,17:28:38,Haiti,Otros,iciHaiti - PNH : El Comandante Paraison visita la base del CBIM https://www.icihaiti.com/en/news-46223-icihaiti-pnh-commander-paraison-visits-the-cbim-base.html,,,,@HaitiLibre
