fecha,hora,pais,categoria_sicu,descripcion,localizacion,lat,lon,fuente
2025-11-25,07:02:16,Haiti,Otros,"Desde 1898, la información diaria La DCPJ lanza un sitio web para identificar a los criminales y evadidos Visita del Jefe de la BINUH a la Dirección Departamental Norte de la Policía Más de 20.000 haitianos deportados de la República Dominicana en octubre, según el Garr LECJJJ lanza un sitio web para identificar a los criminales y evadidos Visita del Jefe de la BINUH a la Dirección Departamental Norte de la Policía Más de 20.000 haitianos deportados de la República Dominicana en octubre, según el Garr LECHACE representa Haití en el 14o período de sesiones sobre los derechos humanos y las em...",Mirebalais Hospital,18.834,-72.104,WEB https://lenouvelliste.com/
2025-11-25,07:02:24,Haiti,Otros,"AyiboPost - Noticias de Haïti, investigación, política, sociedad, cultura, vidéos, nouvelles locales, diáspora, documentales - AyiboPost Sasa, yon jèn vyolonis 15 carril, refize depoze vyolon l malgre vyolans g@ng yo.",,,,WEB https://ayibopost.com/
2025-11-25,07:02:25,Haiti,Otros,"TripFoumi Enfo République dominicaine : arrestation de Ralph Laurent, recherché par la DCPJ Les États-Unis de Trump classent Maduro comme terroriste, ouvrant la voie à une possible escalade militaire Tropicana d’Haïti rend hommage à André « Dadou » Pasquet Un avion de Sunrise Airways atteint par des tirs à Port-au-Prince, la compagnie suspend ses vols intérieurs L’État haïtien rend hommage au maestro Dadou Pasquet 🔴Flash – Le légendaire guitariste haïtien Dadou Pasquet s’en va Mondial 2026 : Haïti décroche sa qualification, mais ses supporters menacés par un décret américain Le RHAJAC récla...",Port-au-Prince,18.539,-72.336,WEB https://www.tripfoumi.com/
2025-11-25,07:02:31,Haiti,Otros,La asesinación del Presidente Jovenel Moisse in 2021 exacerbada del Presidente Jovenel Moisse en 2021 exacerbada Haiti Haiti Country Pa Página Página Página Página Página Página Página Página Página Ha Haiti Ha. Country Country Página Página Página Página Página Página Página Página Página Página.,Mirebalais Hospital,18.834,-72.104,WEB https://www.hrw.org/americas/haiti
2025-11-25,07:02:32,Haiti,Otros,Copyright 2025 The Associated Press. Todos los derechos reservados.,,,,WEB https://apnews.com/hub/haiti
2025-11-25,07:02:32,Haiti,Otros,Melissa has strengthened into a major mayor Categrogory 5 storm.,,,,WEB https://www.aljazeera.com/where/haiti/
2025-11-25,07:02:34,Haiti,Otros,- Rezo Nòdwès Lide pou tu òganize dezyem edisyon Salón del Libro y de las Artes del Libro y de las Artes del Libro y de las Artes del Grande. Por Ecovert-Haiti *Konstat* Pasaj hu hu hurac ón Melissa so peyi Dayiti mete cualquier fe ti ti tis yo deyò.,,,,WEB https://rezonodwes.com/
2025-11-25,07:02:34,Haiti,Otros,HOME Sign up for The Haitiian Times Daily News Roundp Keep tabs on the latest news out of Haiti and the diáspora delivered straight to your inbox.,Port-au-Prince,18.539,-72.336,WEB https://haitiantimes.com/
2025-11-25,07:02:38,Haiti,Otros,"Haïti - Actualités, Vidéos et Informations - Juno7 Un citoyen a rendu un sac contenant 16 000 euros Allemagne : un véhicule fonce dans la foule à Münster, plusieurs morts et de nombreux blessés Angela Merkel officiellement réélue chancelière pour un 4e mandat Allemagne: vers un 4e mandat pour Angela Merkel Québec suspend les nouvelles demandes de réunification familiale jusqu’en 2026 Mark Carney présente son cabinet et nomme Anita Anand ministre des Affaires étrangères Canada : 9 morts et plusieurs blessés lors d’un festival à Vancouver Mark Carney remporte les élections pour remplacer Just...",Port-au-Prince,18.539,-72.336,WEB https://www.juno7.ht/haiti/
2025-11-25,07:02:39,Haiti,Otros,HaitiTIAN-TRUTH.ORG Proud to be Haiti's most informative NEWS site la FLME OF TRUTH is flicking near oblivition. We are dedicated to filning them with facts.  [Enlace: https://www.facebook.com/ninonfanpage/videos/1341884480189123/],Port-au-Prince,18.539,-72.336,WEB https://www.haitian-truth.org/
2025-11-25,07:02:40,Haiti,Otros,Haiti News - Haiti News Los hombres de EE.UU. acusados de conspirar para apoderarse de la isla caribeña un boletín diario lleno de cosas para discutir a través de las bebidas.,,,,WEB https://www.haitinews.net/category/haiti-news
2025-11-25,07:02:42,Haiti,Otros,Me Elioth Pierre Paul fue instalado este lunes como Substitut del Comisionado del Gobierno en el Tribunal de Apelación... Jerry Tardieu honrado por su compromiso y su defensa en favor del pueblo haitiano...,Cité Soleil,18.606,-72.353,WEB https://haitigazette.com/category/local-news/
2025-11-25,07:02:43,Haiti,Otros,Safe Airspace - Conflict Zone & Risk Database para recibir advertencias sobre zonas de conflicto y riesgos. Le alertaremos cuando haya cambios significativos y le enviaremos resúmenes actualizados cuando se publiquen.,,,,WEB https://safeairspace.net/haiti/
2025-11-25,07:02:46,Haiti,Otros,HTG: Convertir Euros a Gourdes haitianos EUR a HTG: Convertir Euros a Gourdes haitianos EUR = 150.91 HTG 25 de noviembre de 2025 a 5:00 AM UTC Invertir Euro a Gourde haitiano Gráfico de conversión Este gráfico muestra datos de 2024-11-25 a 2025-11-24. El tipo de cambio medio durante este período fue de 146.34 Gourdes haitianos por euro.,,,,WEB https://www.exchange-rates.org/converter/eur-htg
2025-11-25,07:02:46,Haiti,Otros,"USD a HTG: Convertir dólares estadounidenses a Gourdes haitiano USD a HTG: Convertir dólares estadounidenses a Gourdes haitiano USD = 131.06 HTG Noviembre 25, 2025 a 5:00 AM UTC Invertir dólar estadounidense a Gourdes haitiano Gráfico de conversión Este gráfico muestra datos de 0524-11-25 a 2025-11-24. La tasa de cambio promedio en este período fue de 130.91 Gourdes haitianos por dólar estadounidense.",,,,WEB https://www.exchange-rates.org/converter/usd-htg
2025-11-25,07:02:48,Haiti,Otros,"Travaux de réhabilitation : la rue Faustin 1er temporairement fermée à la circulation du 1er au 9 novembre, annonce la Mairie de Port-au-Prince et le MTPTC - Juno7 Un citoyen a rendu un sac contenant 16 000 euros Allemagne : un véhicule fonce dans la foule à Münster, plusieurs morts et de nombreux blessés Angela Merkel officiellement réélue chancelière pour un 4e mandat Allemagne: vers un 4e mandat pour Angela Merkel Québec suspend les nouvelles demandes de réunification familiale jusqu’en 2026 Mark Carney présente son cabinet et nomme Anita Anand ministre des Affaires étrangères Canada : 9...",Port-au-Prince,18.539,-72.336,WEB https://www.juno7.ht/travaux-de-rehabilitation-la-rue-faustin-1er-mtptc/
2025-11-25,07:02:58,Haiti,Otros,"Noticias de Haití Regístrate para The Haitian Times Resumen diario de noticias Manténgase al tanto de las últimas noticias de Haití y la diáspora, enviadas directamente a su bandeja de entrada.",Léogâne,18.510,-72.633,WEB https://haitiantimes.com/es/Noticias-de-Hait%C3%AD/
2025-11-25,07:02:58,Haiti,Otros,"Archivos de Puerto Príncipe Regístrate para The Haitian Times Resumen diario de noticias Manténgase al tanto de las últimas noticias de Haití y la diáspora, enviadas directamente a su bandeja de entrada.",Croix-des-Bouquets,18.576,-72.224,WEB https://haitiantimes.com/es/categor%C3%ADa/Hait%C3%AD/Puerto-Pr%C3%ADncipe/
2025-11-25,07:02:59,Haiti,Otros,"Archivos de Cap-Haitien Regístrate para The Haitian Times Resumen diario de noticias Manténgase al tanto de las últimas noticias de Haití y la diáspora, enviadas directamente a su bandeja de entrada.",Cap-Haïtien,19.759,-72.204,WEB https://haitiantimes.com/es/categor%C3%ADa/Hait%C3%AD/gorra-hatien/
2025-11-25,07:02:59,Haiti,Otros,"Archivos de Gonaives Regístrate para The Haitian Times Resumen diario de noticias Manténgase al tanto de las últimas noticias de Haití y la diáspora, enviadas directamente a su bandeja de entrada.",Gonaïves,19.452,-72.689,WEB https://haitiantimes.com/es/categor%C3%ADa/Hait%C3%AD/gon%C3%A1ives/
2025-11-25,07:02:59,Haiti,Otros,"Archivos de Port-de-Paix Regístrate para The Haitian Times Resumen diario de noticias Manténgase al tanto de las últimas noticias de Haití y la diáspora, enviadas directamente a su bandeja de entrada.",Port-de-Paix,19.939,-72.835,WEB https://haitiantimes.com/es/categor%C3%ADa/Hait%C3%AD/puerto-de-paz/
2025-11-25,07:02:59,Haiti,Otros,"Archivos de Juana Méndez Regístrate para The Haitian Times Resumen diario de noticias Manténgase al tanto de las últimas noticias de Haití y la diáspora, enviadas directamente a su bandeja de entrada.",Ouanaminthe,19.472,-71.735,WEB https://haitiantimes.com/es/categor%C3%ADa/Hait%C3%AD/Juana-M%C3%A9ndez/
2025-11-25,07:03:00,Haiti,Otros,"Archivos de Jacmel Regístrate para The Haitian Times Resumen diario de noticias Manténgase al tanto de las últimas noticias de Haití y la diáspora, enviadas directamente a su bandeja de entrada.",Jacmel,18.235,-72.536,WEB https://haitiantimes.com/es/categor%C3%ADa/Hait%C3%AD/jacmel/
2025-11-25,07:03:00,Haiti,Otros,"TripFoumi Enfo République dominicaine : arrestation de Ralph Laurent, recherché par la DCPJ Les États-Unis de Trump classent Maduro comme terroriste, ouvrant la voie à une possible escalade militaire Tropicana d’Haïti rend hommage à André « Dadou » Pasquet Un avion de Sunrise Airways atteint par des tirs à Port-au-Prince, la compagnie suspend ses vols intérieurs L’État haïtien rend hommage au maestro Dadou Pasquet 🔴Flash – Le légendaire guitariste haïtien Dadou Pasquet s’en va Mondial 2026 : Haïti décroche sa qualification, mais ses supporters menacés par un décret américain Le RHAJAC récla...",Port-au-Prince,18.539,-72.336,WEB https://www.tripfoumi.com
2025-11-25,07:03:01,Haiti,Otros,El Diario 509 Actus & Análisiss en Haití & en el Mundo El Diario 509 Para Informar.  [Enlace: https://t.co/DWr3fatdtH] [Enlace: https://t.co/L98m24gepo] [Enlace: https://t.co/mYa63WyVLF] [Enlace: https://t.co/DiXZDwl2HR],Port-au-Prince,18.539,-72.336,WEB https://lequotidien509.com
2025-11-25,07:03:02,Haiti,Otros,"Vant Bèf Info (VBI) Crisis en el CPT: dos bloques se enfrentan sobre la cuestión del quórum en torno al Código Penal Temp ciclonic 2025: Haití bajo alta amenaza, alerta la Protección Civil Haití Haití , Consejo Presidencia: Fritz Jean, que está obligado a respetar el quórum en el Consejo de Ministros Pétion-Ciudad: lanzamiento de la Asociación Haitíiana de administradores de policía y de seguridad 80 años: el Instituto francés de Haiti tiene la intención de celebrar, lo que cu cu cu cu cu cu cu cu cu cu cu cu cuesta, con faste Haití / Bloqueo de las carreteras: los productos de provincia se...",Carrefour,18.534,-72.401,WEB https://vantbefinfo.com
2025-11-25,07:03:02,Haiti,Otros,"AyiboPost - Noticias de Haïti, investigación, política, sociedad, cultura, vidéos, nouvelles locales, diáspora, documentales - AyiboPost Sasa, yon jèn vyolonis 15 carril, refize depoze vyolon l malgre vyolans g@ng yo.",,,,WEB https://ayibopost.com
2025-11-25,07:03:03,Haiti,Otros,"Kapzy News - L’île en lumière, les infos en direct.",Port-au-Prince,18.539,-72.336,WEB https://kapzynews.com
2025-11-25,07:03:04,Haiti,Otros,"juno7 - Haïti News - Actualité - Politique - Culture - Sport Un citoyen a rendu un sac contenant 16 000 euros Allemagne : un véhicule fonce dans la foule à Münster, plusieurs morts et de nombreux blessés Angela Merkel officiellement réélue chancelière pour un 4e mandat Allemagne: vers un 4e mandat pour Angela Merkel Québec suspend les nouvelles demandes de réunification familiale jusqu’en 2026 Mark Carney présente son cabinet et nomme Anita Anand ministre des Affaires étrangères Canada : 9 morts et plusieurs blessés lors d’un festival à Vancouver Mark Carney remporte les élections pour remp...",Port-au-Prince,18.539,-72.336,WEB https://www.juno7.ht
2025-11-25,07:03:09,Haiti,Otros,"PRESSLAKAY Dirigida por su director general, Jude Jean Pierre, una delegación de la Oficina de Protección del Ciudadano viajó a Ginebra, Suiza, para participar en el 14o Foro de las Naciones ... La administración Trump en los Estados Unidos confirmó que los aficionados procedentes de Haiti no estarán autorizados a asistir a los partidos de la Copa del Mundo de Fútbol que tendrán lugar en ...",,,,WEB https://presslakay.net
2025-11-25,07:03:11,Haiti,Otros,HOME Sign up for The Haitiian Times Daily News Roundp Keep tabs on the latest news out of Haiti and the diáspora delivered straight to your inbox.,Port-au-Prince,18.539,-72.336,WEB https://haitiantimes.com
2025-11-25,07:03:12,Haiti,Otros,HaitiTIAN-TRUTH.ORG Proud to be Haiti's most informative NEWS site la FLME OF TRUTH is flicking near oblivition. We are dedicated to filning them with facts.  [Enlace: https://www.facebook.com/ninonfanpage/videos/1341884480189123/],Port-au-Prince,18.539,-72.336,WEB https://www.haitian-truth.org
2025-11-25,07:03:22,Haiti,Otros,Prensa asociada: Breaking News Últimas Noticias Hoy Copyright 2025 The Associated Press. Todos los Derechos Reservados.,,,,WEB https://apnews.com
2025-11-25,07:03:22,Haiti,Otros,Initia Global Initiative agagainst Transnational Organized Crime (GI-TOC) Avenue de France 23,Mirebalais Hospital,18.834,-72.104,WEB https://globalinitiative.net
2025-11-25,07:03:23,Haiti,Otros,Home INVESTIGATION AND ANALYSIS OF ORGANIZED CRIME How Industrial-Scale Crypto Laundering Sustains Mexico’s Synthetic Drug Trade An exhaustive review of recent US court cases and blockchain data reveals an industrial-scale crypto laundering pipeline moving dirty cash through digital networks.,,,,WEB https://insightcrime.org
2025-11-25,07:03:23,Haiti,Disturbios Civiles,ACLED ACLED es un monitor de conflictos independiente e imparcial que proporciona datos y análisis en tiempo real sobre conflictos violentos y protestas en todos los países y territorios del mundo.,,,,WEB https://acleddata.com
2025-11-25,07:03:24,Haiti,Criminalidad,"ReliefWeb - Información humanitaria mundial Los ataques a escuelas en los últimos cinco años incluyeron asesinatos y secuestros de maestros y estudiantes, ataques aéreos a escuelas, ocupación de escuelas por grupos armados y violencia sexual contra estudiantes.",Mirebalais Hospital,18.834,-72.104,WEB https://reliefweb.int
2025-11-25,07:03:26,Haiti,Conflicto Armado,"Safe Airspace - Conflict Zone & Risk Database La base de datos Conflict Zone & Risk Database proporciona un recurso único, independiente y eternamente libre para todas las advertencias de riesgo del espacio aéreo, de modo que las aerolíneas y los operadores de aeronaves puedan ver fácilmente la imagen de riesgo actual para el espacio aéreo desconocido. Safe Airspace es una iniciativa de OPSGROUP , una organización independiente de miembros con 7000 miembros, compuesta por aerolíneas, departamentos de vuelos corporativos, operadores privados, operadores charter, militares y gubernamentales.",,,,WEB https://safeairspace.net
2025-11-25,07:08:22,Haiti,Otros,"Desde 1898, la información diaria La DCPJ lanza un sitio web para identificar a los criminales y evadidos Visita del Jefe de la BINUH a la Dirección Departamental Norte de la Policía Más de 20.000 haitianos deportados de la República Dominicana en octubre, según el Garr L.C.J.",Port-au-Prince,18.539,-72.336,WEB https://lenouvelliste.com/
2025-11-25,07:08:28,Haiti,Otros,"AyiboPost - Noticias de Haïti, investigación, política, sociedad, cultura, vidéos, nouvelles locales, diáspora, documentales - AyiboPost Sasa, yon jèn vyolonis 15 carril, refize depoze vyolon l malgre vyolans g@ng yo.",,,,WEB https://ayibopost.com/
2025-11-25,07:08:28,Haiti,Otros,"TripFoumi Enfo République dominicaine : arrestation de Ralph Laurent, recherché par la DCPJ Les États-Unis de Trump classent Maduro comme terroriste, ouvrant la voie à une possible escalade militaire Tropicana d’Haïti rend hommage à André « Dadou » Pasquet Un avion de Sunrise Airways atteint par des tirs à Port-au-Prince, la compagnie suspend ses vols intérieurs L’État haïtien rend hommage au maestro Dadou Pasquet 🔴Flash – Le légendaire guitariste haïtien Dadou Pasquet s’en va Mondial 2026 : Haïti décroche sa qualification, mais ses supporters menacés par un décret américain Le RHAJAC récla...",Port-au-Prince,18.539,-72.336,WEB https://www.tripfoumi.com/
2025-11-25,07:08:35,Haiti,Otros,La asesinación del Presidente Jovenel Moisse in 2021 exacerbada del Presidente Jovenel Moisse en 2021 exacerbada Haiti Haiti Country Pa Página Página Página Página Página Página Página Página Página Ha Haiti Ha. Country Country Página Página Página Página Página Página Página Página Página Página.,Mirebalais Hospital,18.834,-72.104,WEB https://www.hrw.org/americas/haiti
2025-11-25,07:08:35,Haiti,Otros,Copyright 2025 The Associated Press. Todos los derechos reservados.,,,,WEB https://apnews.com/hub/haiti
2025-11-25,07:08:36,Haiti,Otros,Melissa has strengthened into a major mayor Categrogory 5 storm.,,,,WEB https://www.aljazeera.com/where/haiti/
2025-11-25,07:08:37,Haiti,Otros,- Rezo Nòdwès Lide pou tu òganize dezyem edisyon Salón del Libro y de las Artes del Libro y de las Artes del Libro y de las Artes del Grande. Por Ecovert-Haiti *Konstat* Pasaj hu hu hurac ón Melissa so peyi Dayiti mete cualquier fe ti ti tis yo deyò.,,,,WEB https://rezonodwes.com/
2025-11-25,07:08:37,Haiti,Otros,HOME Sign up for The Haitiian Times Daily News Roundp Keep tabs on the latest news out of Haiti and the diáspora delivered straight to your inbox.,Port-au-Prince,18.539,-72.336,WEB https://haitiantimes.com/
2025-11-25,07:08:42,Haiti,Otros,"Haïti - Actualités, Vidéos et Informations - Juno7 Un citoyen a rendu un sac contenant 16 000 euros Allemagne : un véhicule fonce dans la foule à Münster, plusieurs morts et de nombreux blessés Angela Merkel officiellement réélue chancelière pour un 4e mandat Allemagne: vers un 4e mandat pour Angela Merkel Québec suspend les nouvelles demandes de réunification familiale jusqu’en 2026 Mark Carney présente son cabinet et nomme Anita Anand ministre des Affaires étrangères Canada : 9 morts et plusieurs blessés lors d’un festival à Vancouver Mark Carney remporte les élections pour remplacer Just...",Port-au-Prince,18.539,-72.336,WEB https://www.juno7.ht/haiti/
2025-11-25,07:08:43,Haiti,Otros,HaitiTIAN-TRUTH.ORG Proud to be Haiti's most informative NEWS site la FLME OF TRUTH is flicking near oblivition. We are dedicated to filning them with facts.  [Enlace: https://www.facebook.com/ninonfanpage/videos/1341884480189123/],Port-au-Prince,18.539,-72.336,WEB https://www.haitian-truth.org/
2025-11-25,07:08:43,Haiti,Otros,Haiti News - Haiti News Los hombres de EE.UU. acusados de conspirar para apoderarse de la isla caribeña un boletín diario lleno de cosas para discutir a través de las bebidas.,,,,WEB https://www.haitinews.net/category/haiti-news
2025-11-25,07:08:45,Haiti,Otros,Me Elioth Pierre Paul fue instalado este lunes como Substitut del Comisionado del Gobierno en el Tribunal de Apelación... Jerry Tardieu honrado por su compromiso y su defensa en favor del pueblo haitiano...,Cité Soleil,18.606,-72.353,WEB https://haitigazette.com/category/local-news/
2025-11-25,07:08:46,Haiti,Otros,Safe Airspace - Conflict Zone & Risk Database para recibir advertencias sobre zonas de conflicto y riesgos. Le alertaremos cuando haya cambios significativos y le enviaremos resúmenes actualizados cuando se publiquen.,,,,WEB https://safeairspace.net/haiti/
2025-11-25,07:08:48,Haiti,Otros,"La tasa de cambio de EUR a HTG: Convertir Euros a Haití Gourdes EUR a HTG: Convertir Euros a Haití Gourdes 1,0000 EUR = 150,93 HTG 25 de noviembre de 2025 a las 5:05 AM UTC Invertir Euro a Haití Gourde Gráfico de conversión Este gráfico muestra datos de 2024-11-25 a 2025-11-24. El tipo de cambio medio de EUR/HTG Gourdes por euro es de 14,34 +9,47% .",,,,WEB https://www.exchange-rates.org/converter/eur-htg
