fecha,hora,pais,categoria_sicu,descripcion,localizacion,lat,lon,fuente
2025-11-16,08:06:46,Gaza,Conflicto Armado,"Las fuerzas de ocupación ejecutaron a un niño y otro lo hizo durante la incursión en el campamento de Askar de Naplusa, en https://www.alquds.com/ar/posts/208644. El domingo, al amanecer, cuando las fuerzas de ocupación israelíes irrumpieron en el campamento antiguo de Askar, al este de Naplusa, en la Ribera Occidental ocupada, publicaron sus artículos. El director de ambulancias y de emergencia de la Sociedad Internacional de la Media Luna Roja de Naplusa, el Sr. Amin Hasan, dijo que dos niños resultaron heridos en los enfrentamientos con las fuerzas de ocupación en el campamento de Naplusa.",,,,WEB www.alquds.com
2025-11-16,17:23:27,Gaza,Conflicto Armado,"Los palestinos resultaron heridos por una incursión israelí en el campamento de Fara ' a. https://www.alquds.com/ar/posts/208823. El Gobierno registró y publicó sus artículos en el Foro Al-Quds el domingo 16 de noviembre de 2025, 5:02 p.m., hora de Al-Quds Al-Sharif. Los palestinos resultaron heridos por una incursión israelí en el campamento de Al-Farra. Durante la tarde del domingo, varios palestinos resultaron heridos por disparos del ejército israelí durante la incursión en el campamento de Al-Farra.",,,,WEB www.alquds.com
2025-11-16,17:23:28,Gaza,Otros,El ejército israelí continúa entrando en la ciudad palestina de Yebed (https://www.alquds.com/ar/posts/208821).,,,,WEB www.alquds.com
2025-11-16,17:23:29,Gaza,Otros,"Las fuentes confirmaron que se había atacado a ese grupo, lo que había causado un mártir y lesiones de diversa gravedad entre la población civil. Los equipos de ambulancia y defensa civil de la Liga de los Estados Árabes detuvieron a las víctimas y a los heridos en las instalaciones médicas de la Franja de Gaza para que prestaran tratamiento. El barrio de Tuffah de las zonas densamente pobladas de la parte septentrional de la Franja de Gaza y el barrio de Al-Khaf de la zona de Al-Shafa, situada al noreste de la ciudad de Gaza. Las fuentes confirmaron que se había atacado a ese grupo, lo que había causado un mártir y heridas de diversa gravedad entre los civiles.",,,,WEB www.alquds.com
2025-11-16,17:23:29,Gaza,Otros,"El Gobierno de ocupación apoya a una comisión de investigación oficiosa sobre los acontecimientos de octubre y la oposición rechaza categóricamente la representación de la oposición en esa composición y pide a una comisión de investigación oficial. El Gobierno de ocupación ha decidido presentar una propuesta para la creación de una comisión de investigación que no sea oficial en los acontecimientos del 7 de octubre. En vista de la gran demanda de una investigación exhaustiva de los fracasos de ese período, el Gobierno de ocupación afirma que la nueva comisión tendrá plenas facultades para cubrir todos los aspectos de los incidentes de octubre. En cambio, la oposición ha declarado su rechazo definitivo de la representación de la oposición a la formación, pidiendo a la comisión de investigación oficial.",,,,WEB www.alquds.com
2025-11-16,17:28:35,Gaza,Otros,:: La Autoridad de Radiodifusión de Israel: la búsqueda de los restos mortales de los secuestrados en la Franja de Gaza se reanuda hoy,,,,@AjaNews
2025-11-16,17:28:35,Gaza,Terrorismo,} Corresponsal # Al-Jazeera: Helicópteros israelíes bombardeando las zonas septentrionales de la ciudad de Rafah detrás de la línea amarilla al sur de la Franja de Gaza,,,,@AjaNews
2025-11-16,17:28:35,Gaza,Otros,El informe de seguridad alimentaria de 2024 revela que más de la cuarta parte de las familias viven en condiciones de inseguridad alimentaria,,,,@AjaNews
2025-11-16,17:28:35,Gaza,Otros,"La Autoridad de Radiodifusión de Israel, por el Ministro de la Diáspora, Sr. Amehi Shikli: Turquía es la mayor amenaza para Israel y ha adoptado a Siria como una línea principal para atacarnos.",,,,@AjaNews
2025-11-16,17:28:35,Gaza,Otros,El Ministro de Relaciones Exteriores de Irán: la política de dominación americana significa volver a la ley de los bosques y protegerse a sí mismo.,,,,@AjaNews
