fecha,hora,pais,categoria_sicu,descripcion,localizacion,lat,lon,fuente_URL
2025-11-23,07:02:10,Gaza,Terrorismo,"* Al-Ala ' ah, bombardeo de artillería contra zonas al este del campamento de Al-Bureij, en el centro de la Franja de Gaza.",,,,@GazaNewsNow
2025-11-23,07:06:10,Gaza,Conflicto Armado,"▪ Las continuas violaciones han causado 342 víctimas civiles, en su mayoría niños, mujeres y ancianos, además de 875 heridos de distinta índole, así como 35 ciudadanos detenidos arbitrariamente durante las incursiones y los allanamientos, lo que confirma la determinación de la ocupación de socavar el acuerdo y crear una situación sangrienta sobre el terreno que amenaza la seguridad y la estabilidad en el sector. ▪ Los ataques de ocupación ""Israel"" han variado entre 142 tiroteos directos contra ciudadanos, viviendas, barrios residenciales y tiendas de desplazados, 21 incursiones de mecanismo...",,,,@GazaNewsNow
2025-11-23,07:14:11,Gaza,Terrorismo,"La artillería de ocupación renueva el bombardeo al este del campamento de Bureij, en el centro del sector.",,,,@yaseenpress2004
2025-11-23,07:54:10,Gaza,Terrorismo,- El Gobernador de Khirson de Ucrania: 4 civiles muertos y otros heridos en un intenso bombardeo ruso en la provincia,,,,@AjaNews
2025-11-23,07:55:10,Gaza,Terrorismo,- El Gobernador de Zaburujia de Ucrania: dos civiles muertos y otros heridos en un bombardeo ruso en la provincia,,,,@AjaNews
2025-11-23,07:56:12,Gaza,Conflicto Armado,"Corresponsal de radio del ejército de ocupación: Meses después de la guerra, una fuerza del ejército entró en un túnel en la zona central de la Franja de Gaza y descubrió que los servicios militares y de inteligencia de Hamas habían reunido información exacta durante años sobre los tanques Merkava 4 y otros casos y archivos, y habían llegado a información muy delicada sobre la que se había planeado la operación del 7 de octubre.",,,,@yaseenpress2004
2025-11-23,08:06:12,Gaza,Criminalidad,"Protestas masivas en Berlín, apoyo a Gaza y Palestina y condena los crímenes de ocupación.",,,,@yaseenpress2004
2025-11-23,08:07:11,Gaza,Conflicto Armado,2. El analista militar Josué Josué – Yediot Ahronot se unió más a la plataforma a través del telégramo de Facebook,,,,@EabriLive
2025-11-23,08:11:11,Gaza,Conflicto Armado,"El corresponsal de la radio del ejército de ocupación revela lo siguiente: - Sobre la base de la información de inteligencia de Hamas acerca de los tanques Merkava, el aparato militar con una “fuerza de tanques” de la élite entrenó en dirigir y operar los tanques Merkava 4 - Hamas logró desactivar, controlar y transportar tanques en la “envoltura de Gaza”. - Los elementos de Hamas lograron desactivar y hacer inutilizables los tanques en la portada de Gaza.",,,,@yaseenpress2004
2025-11-23,08:24:11,Gaza,Disturbios Civiles,"Una mesa manchada de sangre de los niños de Gaza, una protesta con muñecas para funcionarios israelíes y estadounidenses, protestando por su complicidad en el genocidio y las violaciones en la Franja de Gaza.",,,,@yaseenpress2004
2025-11-23,08:27:26,Gaza,Hazards,"El Coordinador de Emergencia de Médicos sin Fronteras, Franz Love: La cesación del fuego en Gaza es extremadamente frágil; el dolor no ha terminado y un gran número de palestinos han perdido la vida como consecuencia de las violaciones israelíes; la asistencia humanitaria no está llegando a su fin; no hay ninguna instalación de salud que funcione a plena capacidad en la Franja de Gaza; en caso de que no se produzca una mejora significativa, los habitantes de Gaza volverán a hacer frente a las duras condiciones de invierno**",,,,@GazaNewsNow
2025-11-23,08:29:12,Gaza,Disturbios Civiles,"- Los miembros del Knesset de la coalición, incluidos Sama Rutman, Lemur Sun Har Milch y Ohad Tal, se manifestarán contra el gobierno durante su celebración, protestando por las medidas adoptadas para establecer un Estado palestino.",,,,@EabriLive
2025-11-23,08:32:14,Gaza,Conflicto Armado,"La ocupación se apodera de un total de 1042 dunums de tierras palestinas en el norte de la región, mediante la emisión de 9 órdenes de toma de mano. Las órdenes de toma de mano se hicieron con fines militares en las localidades de Tumón, Taysar, Touloza y Tubas, con el objetivo de construir una carretera horizontal que comience en Ain Shably, al sur, hasta Aqaba, al norte.",,,,@GazaNewsNow
2025-11-23,08:50:08,Gaza,Conflicto Armado,Hamas derribó los tanques Merkava durante el ataque de octubre y reveló por primera vez información secreta sobre el por qué el ejército de ocupación había publicado por primera vez información que había causado un gran trauma en los pasillos del “Ejército” y que indicaba que las fuerzas de élite de Qassam habían desactivado los tanques de Merkavah a través del “Ejercicio de ocupación” durante el “Ejercicio de combate” de los Estados Unidos durante el “Ejercicio de combate” en el “Equipo de combate” de los Estados Unidos.  [Enlace: https://www.alquds.com/ar/posts/210994],,,,WEB www.alquds.com
2025-11-23,08:50:09,Gaza,Terrorismo,"En octubre y noviembre del año en curso, la prensa palestina, en comparación con el mismo período del año pasado, presentó un ""ataque en el que los colonos israelíes, aunque algunos de esos crímenes fueron calificados de ""terrorismo"", un acto de represión contra Israel. Según la Autoridad de Resistencia al Muro y los Asentamientos Palestinos, los ataques de los colonos en la Ribera Occidental se duplicaron con lo que ocurrió en octubre y noviembre del año en curso, en comparación con el mismo período del año pasado, los colonos llevaron a cabo 766 ataques en octubre del año pasado, mientras...  [Enlace: https://www.alquds.com/ar/posts/210993]",,,,WEB www.alquds.com
2025-11-23,09:21:34,Gaza,Conflicto Armado,Aarónot dice de fuentes militares: Washington puede llevar semanas o meses decidir crear una fuerza internacional en Gaza.,,,,@AjaNews
