fecha,hora,pais,categoria_sicu,descripcion,localizacion,lat,lon,fuente_URL
2025-11-28,07:04:45,Gaza,Conflicto Armado,"Desde las 3 de la mañana y durante unas dos horas, se han llevado a cabo evacuaciones de las fuerzas del ejército israelí de Siria. Se han producido bajas entre los soldados como consecuencia de un enfrentamiento armado entre soldados del ejército y la población de la aldea siria.",,,,@GazaNewsNow
2025-11-28,07:06:28,Gaza,Disturbios Civiles,"El jueves por la noche, las autoridades de ocupación israelíes liberaron a la enfermera palestina Tasim Al-Hams y a cuatro prisioneros palestinos, todos ellos llegados al hospital de los mártires de Al-Aqsa. La ocupación obstaculiza la labor de las tripulaciones de la prensa durante la incursión de Tubas en la Ribera Occidental durante los dos últimos años, es decir, una imagen de la resistencia de la fuerza de ocupación israelí contra los combatientes de Al-Qassam en la zona de Al-Quds y otro grupo palestino que protesta por la crisis de los militantes de Rafah en la capital de Túnez.",Rafah,31.291,34.245,WEB https://www.alaraby.co.uk/news/palestine
2025-11-28,07:08:46,Gaza,Terrorismo,- Bombardeo de artillería contra zonas orientales de la ciudad de Khanyonis.,,,,@gazaalanar
2025-11-28,07:14:45,Gaza,Conflicto Armado,:: Fuentes de los medios de comunicación israelíes informaron de que dos soldados israelíes resultaron heridos en enfrentamientos en la localidad siria de Beit Jin,,,,@AjaNews
2025-11-28,07:14:45,Gaza,Terrorismo,"Fuentes locales de la isla: 3 muertos y otros heridos en un bombardeo de artillería y un misil israelí contra la ciudad de Beit Jin, en el campo de Damasco",,,,@AjaNews
2025-11-28,07:15:45,Gaza,Conflicto Armado,"En el momento en que los aviones de ocupación transportaron a soldados heridos después de enfrentamientos armados con los habitantes de Beit Jin en Siria, el día de la mañana.",,,,@yaseenpress2004
2025-11-28,07:20:46,Gaza,Conflicto Armado,El ejército de ocupación reconoce que dos oficiales y un soldado resultaron gravemente heridos en los enfrentamientos de la mañana de hoy en la casa siria de Jin.,,,,@yaseenpress2004
2025-11-28,07:22:45,Gaza,Conflicto Armado,":: La Autoridad de Radiodifusión de Israel: fuerzas del ejército irrumpieron en la ciudad de Beit Jin, en el sur de Siria, para llevar a cabo un arresto y recibieron disparos",,,,@AjaNews
2025-11-28,07:25:47,Gaza,Conflicto Armado,"El ejército de ocupación ha herido gravemente a cinco soldados, tres de los cuales resultaron heridos en los enfrentamientos de anoche en Beit Jin, en Damasco Rural.",,,,@GazaNewsNow
2025-11-28,07:25:47,Gaza,Conflicto Armado,:: Autoridad de radiodifusión israelí: el ejército israelí se retiró a las afueras de la ciudad siria de Beit Jin después de dos horas de enfrentamientos,,,,@AjaNews
