fecha,hora,pais,categoria_sicu,descripcion,localizacion,lat,lon,fuente_URL
2025-12-02,07:00:34,Campello,Hazards,"Noticias de Sucesos y Tribunales en INFORMACIÓN Un conductor ""ebrio"" que provocó un accidente es absuelto tras conseguir anular la prueba del alcoholímetro Secta sexual de Vistabella: las dos principales acusadas responsabilizan al fallecido Tío Toni de los abusos a menores Muere una mujer en el incendio de una vivienda en Fuengirola (Málaga) Tragedia en Vila-real: Fallece una niña de 12 años en la piscina del centro de tecnificación deportiva El técnico de Aguas de Calp admite que solo controlaba aspectos formales del contrato y no le tocaba fiscalizar Fallece un hombre al quedar atrapado...",,,,WEB https://www.informacion.es/sucesos/
2025-12-02,07:00:35,Campello,Criminalidad,"Sucesos locales | Noticias de Sucesos locales - Información Un sintecho muere ahogado tras caer al agua en el paseo del puerto en Alicante Seis detenidos al desmantelar dos puntos de venta de drogas en la ""zona guiri"" de Benidorm Detenido en Elda un hombre de 57 años por un robo con fuerza en un supermercado Libertad para un acusado de atracar a parejas junto al Castillo de Santa Bárbara en Alicante Roban casi medio millón en cremas en un tráiler en Alicante mientras el camionero dormía en la cabina Herido un joven de 27 años al ser atropellado cuando circulaba en patinete por Alicante Dete...",,,,WEB https://www.informacion.es/sucesos/sucesos-en-alicante/
2025-12-02,07:00:41,Campello,Criminalidad,"Última Hora de la Vega Baja | Actualidad y Noticias de la Vega Baja en INFORMACION Aparece un cadáver flotando en el río a la altura del Puente de Levante de Orihuela Un jardinero se cae de tres metros de altura mientras trabajaba en Orihuela Detenidos dos jóvenes en Torrevieja por 13 robos de joyas con el método del tirón Torrevieja licita de nuevo el servicio de bus urbano después de que lo tumbara un tribunal ""Estamos helados de frío"": en clase y con el abrigo puesto en el colegio Playas de Orihuela Orihuela abre las puertas del centro ocupacional Oriol, mientras el AMPA advierte de que...",,,,WEB https://www.informacion.es/vega-baja/
2025-12-02,09:06:34,Campello,Hazards,"Noticias de Sucesos y Tribunales en INFORMACIÓN La Policía de Jaén reconstruye con los WhatsApp las últimas horas de las jóvenes antes de suicidarse: ""Gracias por ser mi refugio, mi hermana elegida"" Un conductor ""ebrio"" que provocó un accidente es absuelto tras conseguir anular la prueba del alcoholímetro Secta sexual de Vistabella: las dos principales acusadas responsabilizan al fallecido Tío Toni de los abusos a menores Muere una mujer en el incendio de una vivienda en Fuengirola (Málaga) Tragedia en Vila-real: Fallece una niña de 12 años en la piscina del centro de tecnificación deportiv...",,,,WEB https://www.informacion.es/sucesos/
2025-12-02,09:06:35,Campello,Criminalidad,"Sucesos locales | Noticias de Sucesos locales - Información Un sintecho muere ahogado tras caer al agua en el paseo del puerto en Alicante Seis detenidos al desmantelar dos puntos de venta de drogas en la ""zona guiri"" de Benidorm Detenido en Elda un hombre de 57 años por un robo con fuerza en un supermercado Libertad para un acusado de atracar a parejas junto al Castillo de Santa Bárbara en Alicante Roban casi medio millón en cremas en un tráiler en Alicante mientras el camionero dormía en la cabina Herido un joven de 27 años al ser atropellado cuando circulaba en patinete por Alicante Dete...",,,,WEB https://www.informacion.es/sucesos/sucesos-en-alicante/
2025-12-02,09:06:41,Campello,Criminalidad,"Última Hora de la Vega Baja | Actualidad y Noticias de la Vega Baja en INFORMACION Aparece un cadáver flotando en el río a la altura del Puente de Levante de Orihuela Un jardinero se cae de tres metros de altura mientras trabajaba en Orihuela Detenidos dos jóvenes en Torrevieja por 13 robos de joyas con el método del tirón Torrevieja licita de nuevo el servicio de bus urbano después de que lo tumbara un tribunal ""Estamos helados de frío"": en clase y con el abrigo puesto en el colegio Playas de Orihuela Orihuela abre las puertas del centro ocupacional Oriol, mientras el AMPA advierte de que...",,,,WEB https://www.informacion.es/vega-baja/
2025-12-02,11:09:01,Campello,Hazards,"Noticias de Sucesos y Tribunales en INFORMACIÓN La Policía de Jaén reconstruye con los WhatsApp las últimas horas de las jóvenes antes de suicidarse: ""Gracias por ser mi refugio, mi hermana elegida"" Un conductor ""ebrio"" que provocó un accidente es absuelto tras conseguir anular la prueba del alcoholímetro Secta sexual de Vistabella: las dos principales acusadas responsabilizan al fallecido Tío Toni de los abusos a menores Muere una mujer en el incendio de una vivienda en Fuengirola (Málaga) Tragedia en Vila-real: Fallece una niña de 12 años en la piscina del centro de tecnificación deportiv...",,,,WEB https://www.informacion.es/sucesos/
2025-12-02,11:09:01,Campello,Criminalidad,"Sucesos locales | Noticias de Sucesos locales - Información Un sintecho muere ahogado tras caer al agua en el paseo del puerto en Alicante Seis detenidos al desmantelar dos puntos de venta de drogas en la ""zona guiri"" de Benidorm Detenido en Elda un hombre de 57 años por un robo con fuerza en un supermercado Libertad para un acusado de atracar a parejas junto al Castillo de Santa Bárbara en Alicante Roban casi medio millón en cremas en un tráiler en Alicante mientras el camionero dormía en la cabina Herido un joven de 27 años al ser atropellado cuando circulaba en patinete por Alicante Dete...",,,,WEB https://www.informacion.es/sucesos/sucesos-en-alicante/
2025-12-02,11:09:10,Campello,Criminalidad,"Última Hora de la Vega Baja | Actualidad y Noticias de la Vega Baja en INFORMACION Aparece un cadáver flotando en el río a la altura del Puente de Levante de Orihuela Un jardinero se cae de tres metros de altura mientras trabajaba en Orihuela Detenidos dos jóvenes en Torrevieja por 13 robos de joyas con el método del tirón Torrevieja licita de nuevo el servicio de bus urbano después de que lo tumbara un tribunal ""Estamos helados de frío"": en clase y con el abrigo puesto en el colegio Playas de Orihuela El tiempo en Alicante: 5°C al amanecer en el interior y hasta 20°C en la costa Orihuela a...",,,,WEB https://www.informacion.es/vega-baja/
2025-12-02,13:44:39,Campello,Criminalidad,"Última Hora de la Vega Baja | Actualidad y Noticias de la Vega Baja en INFORMACION Aparece un cadáver flotando en el río a la altura del Puente de Levante de Orihuela Un jardinero se cae de tres metros de altura mientras trabajaba en Orihuela Detenidos dos jóvenes en Torrevieja por 13 robos de joyas con el método del tirón Torrevieja licita de nuevo el servicio de bus urbano después de que lo tumbara un tribunal ""Estamos helados de frío"": en clase y con el abrigo puesto en el colegio Playas de Orihuela Orihuela licita ahora la redacción de la Zona de Bajas Emisiones para restringir el tráfi...",,,,WEB https://www.informacion.es/vega-baja/
