fecha,hora,pais,categoria_sicu,descripcion,localizacion,lat,lon,fuente_URL
2025-11-24,08:50:40,Campello,Terrorismo,"Feijóo denuncia que Otegi y la corrupción de Cerdán auparon a Sánchez al poder: ""Koldo le llevó al encuentro del terrorista""  Recreación del viaje de Pedro Sánchez desde el Aeropuerto del Bilbao a un caserío vasco para reunirse con Arnaldo Otegi en ma Diseño: Lina Smith / Recursos IA Midjourney y Grok Feijóo denuncia que Otegi y la corrupción de Cerdán auparon a Sánchez al poder: ""Koldo le llevó al encuentro del terrorista"" ""Con Bildu no se acuerda nada"", garantizó Sánchez ante los periodistas en junio de 2019, 13 meses después de cerrar su pacto secreto con Otegi para ser presidente del Go...  [Enlace: https://www.elespanol.com/espana/politica/20251124/feijoo-denuncia-otegi-corrupcion-cerdan-auparon-sanchez-poder-koldo-llevo-encuentro-terrorista/1003744026389_0.html?utm_cmp_rs=trends]",,,,WEB www.elespanol.com
2025-11-24,13:52:45,Campello,Criminalidad,"Koldo corrobora que condujo a Sánchez a reunirse con Otegi en un caserío tras desmentirlo el Gobierno: ""Lo que publica El Español es verdad""  Koldo García y Óscar López.  [Enlace: https://www.elespanol.com/espana/politica/20251124/koldo-garcia-corrobora-llevo-sanchez-reunirse-otegi-desmentido-gobierno-publica-espanol-verdad/1003744026416_0.html?utm_cmp_rs=trends]",,,,WEB www.elespanol.com
2025-11-24,14:17:00,Campello,Criminalidad,"Liberan a dos hombres secuestrados como represalia por un robo en Almoradí  Liberan a dos hombres secuestrados como represalia por un robo en Almoradí La Guardia Civil y la Policía Local detienen a tres personas por llevarse a las víctimas maniatadas y agredirlas en un descampado Rescatados dos hombres tras ser secuestrados en venganza por un robo en Almoradí / INFORMACIÓN La Guardia Civil y la Policía Local de Almoradí han detenido a tres hombres de 20, 28 y 44 años como presuntos autores de la detención ilegal y agresiones a dos varones que fueron maniatados y trasladados por la fuerza a...  [Enlace: https://www.informacion.es/sucesos/sucesos-en-alicante/2025/11/24/liberan-hombres-secuestrados-represalia-robo-124055445.html]",,,,WEB www.informacion.es
2025-11-24,21:10:48,Campello,Criminalidad,https://www.informacion.es/sucesos/sucesos-en-alicante/2025/11/24/desmantelan-punto-venta-drogas-menudeo-124056511.html  [Enlace: https://www.informacion.es/sucesos/sucesos-en-alicante/2025/11/24/desmantelan-punto-venta-drogas-menudeo-124056511.html],,,,@alicanteprensapolicianacional
2025-11-24,22:09:59,Campello,Criminalidad,"Noticias de Sucesos y Tribunales en INFORMACIÓN Conciertos, exposiciones y contactos con modelos: la vida en Cuba del profesor fugado de Ourense La inspección del día antes en la mina de Asturias se realizó en la misma zona donde se produjo el derrumbe La mujer asesinada en Málaga fue atacada con un arma blanca La niña de Valencia ingresada tras una intervención dental evoluciona ""favorablemente"" y pasa a planta Desmantelan un punto de venta de drogas al menudeo en San Vicente tras una denuncia ciudadana Liberan a dos hombres secuestrados como represalia por un robo en Almoradí La Policía i...",,,,WEB https://www.informacion.es/sucesos/
2025-11-24,22:10:01,Campello,Criminalidad,Sucesos locales | Noticias de Sucesos locales - Información Desmantelan un punto de venta de drogas al menudeo en San Vicente tras una denuncia ciudadana Liberan a dos hombres secuestrados como represalia por un robo en Almoradí Agrede a una empleada de Ryanair tras una disputa por su maleta en el aeropuerto de Alicante-Elche Arrestado en Alicante por robar el motor del aire acondicionado de un colegio Las estafas por el hijo en apuros llegan al banquillo en Alicante Detenido en Dénia por extorsionar a un usuario de una página para sexo con amenazas de sicarios Una persecución por droga ent...,,,,WEB https://www.informacion.es/sucesos/sucesos-en-alicante/
2025-11-24,22:10:32,Campello,Criminalidad,Última Hora de la Vega Baja | Actualidad y Noticias de la Vega Baja en INFORMACION Liberan a dos hombres secuestrados como represalia por un robo en Almoradí Dos jóvenes músicos de la Vega Baja debutan en Nueva York Orihuela adjudica el alquiler de 1.200 patinetes en 120 puntos de la Costa para poner orden en un servicio caótico Factura récord de la Vega Baja por exportar la basura a doce vertederos en 2026: 31 millones de euros Un año sin Cloe: clamor en Orihuela Costa para que se endurezca la Ley del Menor La polémica del tasazo de la basura en Torrevieja: los vecinos seguirán pagando más...,,,,WEB https://www.informacion.es/vega-baja/
2025-11-24,22:10:33,Campello,Criminalidad,"Última Hora de L'Alacantí | Toda la Actualidad y Noticias de L'Alacantí en INFORMACION Xixona rechaza la instalación de un centro para el tratamiento de adicciones en una zona rural Personas con discapacidad intelectual, acomodadores en la Casa de Cultura de Mutxamel Mutxamel se cansa y se pone duro con los vertidos ilegales El interventor de Sant Joan alerta: ""No cabe de ningún modo"" Desmantelan un punto de venta de drogas al menudeo en San Vicente tras una denuncia ciudadana El récord que pulveriza San Vicente: ocho prórrogas del contrato más jugoso El viento deja rachas de hasta 129 km/h...",,,,WEB https://www.informacion.es/alacanti/
2025-11-24,22:10:40,Campello,Criminalidad,"Última Hora de L'Alacantí | Toda la Actualidad y Noticias de L'Alacantí en INFORMACION Xixona rechaza la instalación de un centro para el tratamiento de adicciones en una zona rural Personas con discapacidad intelectual, acomodadores en la Casa de Cultura de Mutxamel Mutxamel se cansa y se pone duro con los vertidos ilegales El interventor de Sant Joan alerta: ""No cabe de ningún modo"" Desmantelan un punto de venta de drogas al menudeo en San Vicente tras una denuncia ciudadana El récord que pulveriza San Vicente: ocho prórrogas del contrato más jugoso El viento deja rachas de hasta 129 km/h...",,,,WEB https://www.informacion.es/alacanti/
2025-11-24,22:15:04,Campello,Criminalidad,"Noticias de Sucesos y Tribunales en INFORMACIÓN Conciertos, exposiciones y contactos con modelos: la vida en Cuba del profesor fugado de Ourense La inspección del día antes en la mina de Asturias se realizó en la misma zona donde se produjo el derrumbe La mujer asesinada en Málaga fue atacada con un arma blanca La niña de Valencia ingresada tras una intervención dental evoluciona ""favorablemente"" y pasa a planta Desmantelan un punto de venta de drogas al menudeo en San Vicente tras una denuncia ciudadana Liberan a dos hombres secuestrados como represalia por un robo en Almoradí La Policía i...",,,,WEB https://www.informacion.es/sucesos/
2025-11-24,22:15:06,Campello,Criminalidad,Sucesos locales | Noticias de Sucesos locales - Información Desmantelan un punto de venta de drogas al menudeo en San Vicente tras una denuncia ciudadana Liberan a dos hombres secuestrados como represalia por un robo en Almoradí Agrede a una empleada de Ryanair tras una disputa por su maleta en el aeropuerto de Alicante-Elche Arrestado en Alicante por robar el motor del aire acondicionado de un colegio Las estafas por el hijo en apuros llegan al banquillo en Alicante Detenido en Dénia por extorsionar a un usuario de una página para sexo con amenazas de sicarios Una persecución por droga ent...,,,,WEB https://www.informacion.es/sucesos/sucesos-en-alicante/
2025-11-24,22:15:36,Campello,Criminalidad,Última Hora de la Vega Baja | Actualidad y Noticias de la Vega Baja en INFORMACION Liberan a dos hombres secuestrados como represalia por un robo en Almoradí Dos jóvenes músicos de la Vega Baja debutan en Nueva York Orihuela adjudica el alquiler de 1.200 patinetes en 120 puntos de la Costa para poner orden en un servicio caótico Factura récord de la Vega Baja por exportar la basura a doce vertederos en 2026: 31 millones de euros Un año sin Cloe: clamor en Orihuela Costa para que se endurezca la Ley del Menor La polémica del tasazo de la basura en Torrevieja: los vecinos seguirán pagando más...,,,,WEB https://www.informacion.es/vega-baja/
