fecha,hora,pais,categoria_sicu,descripcion,localizacion,lat,lon,fuente
2025-11-28,07:05:47,Campello,Otros,Noticias | Noticias del Ayuntamiento de Calp Se abre el plazo para solicitar las ayudas al transporte de estudiantes del curso 24/25 A partir de mañana los alumnos calpinos que cursen estudios fuera del municipio podrán solicitar las ayudas al transporte correspondientes al curso 2024/2025.,,,,WEB https://noticias.calp.es/es
2025-11-28,07:05:47,Campello,Hazards,"Noticias de Sucesos y Tribunales en INFORMACIÓN Un hombre hospitalizado en Burgos tras recibir un disparo Una persona muere en A Coruña en un incendio en un edificio Un accidente entre dos vehículos en la CV-80 en Biar acaba con uno de ellos volcado e incendiado La IA en los juzgados: de anonimizar sentencias a tramitar procedimientos Piden excarcelar a un joven detenido en Dénia al no resolver su extradición en el plazo legal de sesenta días Una ""santera"" estafa casi 13.000 € a una mujer en Alicante que pagó por curar a su marido enfermo La Policía investiga si los sicarios del crimen de j...",,,,WEB https://www.informacion.es/sucesos/
2025-11-28,07:05:47,Campello,Criminalidad,"Última Hora de Elche | Noticias y Sucesos de Elche en INFORMACION La Generalitat tiene en Elche proyectos por 34 millones de euros pendientes de pago o de ejecución El Museo del Agua de Elche abre a colegios e institutos y está en el aire cómo se gestionarán las visitas a partir de diciembre Elche revalida su título de ciudad educadora dándole voz a los niños: ""Queremos que se nos tenga en cuenta"" Siete elegidos para recibir la Medalla de Plata del Bimil·lenari Exoesqueletos, robots y realidad virtual para rehabilitación neurológica: la avanzada oferta de la clínica de una spin-off de la UM...",,,,WEB https://www.informacion.es/elche/
2025-11-28,07:05:48,Campello,Criminalidad,"Sucesos locales | Noticias de Sucesos locales - Información Un accidente entre dos vehículos en la CV-80 en Biar acaba con uno de ellos volcado e incendiado Piden excarcelar a un joven detenido en Dénia al no resolver su extradición en el plazo legal de sesenta días Una ""santera"" estafa casi 13.000 € a una mujer en Alicante que pagó por curar a su marido enfermo Agreden a una mujer para robarle 5.800 € en Alicante y detienen al ladrón a la carrera Detenido tras ser localizado por la geolocalización por el robo de dos teléfonos en un local de ocio de Alicante Dolor por la muerte de Cristina,...",,,,WEB https://www.informacion.es/sucesos/sucesos-en-alicante/
2025-11-28,07:05:48,Campello,Otros,"El Campello Siete horas de pleno en El Campello: cinco mociones aprobadas, tres rechazadas y ""sí"" a la carrera profesional Juan de Dios Navarro, diputado de Cultura: ""Debemos defender el valenciano en nuestra programación"" Hartazgo de los vecinos de El Campello: ""Es una vergüenza que no haya ni un solo metro de carril bici"" MAPA | Alicante se prepara para la I Maratón Elche-Alicante: calles cortadas y desvíos de autobuses este domingo Bono comercio: sí en Sant Joan; no en San Vicente, El Campello y Mutxamel Los tres alcaldes mejor pagados de Alicante cobran más de 66.000 euros al año Arranc...",,,,WEB https://www.informacion.es/alacanti/el-campello/
2025-11-28,07:05:53,Campello,Otros,Ayuntamiento de El Campello La digitalización permite a El Campello ahorrar 200 millones de litros de agua en un año El Campello se suma a la conmemoración del 20 de noviembre como “Día universal de la infancia” y se reafirme en los derechos y la seguridad de los menores El Pleno de El Campello acuerda agilizar las obras comprometidas en el “Plan Edificant” para el colegio público El Fabraquer El Campello pide al Consorci Mare y Generalitat una auditoría técnica de la planta del complejo ambiental de residuos Se aprueba en El Campello una moción del PSPV-PSOE para activar el año que viene u...,,,,WEB https://www.elcampello.es/index.php?s=noticias
2025-11-28,07:05:53,Campello,Otros,"▷ Noticias El Campello | elperiodic.com El Cocodrilo Familifestival vuelve a la provincia de Alicante con música, talleres y diversión familiar del 28 al 30 de noviembre Hallan un zapato de 2.300 años en perfecto estado de conservación en un pueblo de Alicante Llega la noche de Halloween a El Campello con Street Food Market y mercado de diseño vintage Premian con el 'Gallardete Azul' a 35 escuelas de vela valencianas El poniente y el calor se llevarán por delante el levante: temperaturas de verano a las puertas de noviembre en la Comunitat Valenciana Estos son los municipios que mejor recic...",,,,WEB https://www.elperiodic.com/elcampello
2025-11-28,07:05:54,Campello,Otros,"DIRECTO | Últimas noticias de Alicante hoy DIRECTO | Últimas noticias de Alicante hoy Sigue toda la actualidad de la provincia con INFORMACIÓN DIRECTO | Últimas noticias de la provincia de Alicante / INFORMACIÓN Mantente informado de todas las noticias de la provincia de Alicante , en directo.",,,,WEB https://www.informacion.es/alicante/2025/09/15/directo-ultimas-noticias-alicante-65627520.html
2025-11-28,07:05:56,Campello,Otros,"Última Hora y actualidad Comunidad Valenciana - Levante-EMV Pérez Llorca llega al Palau atado a Vox y a la huella de Mazón Una investidura marcada por las ausencias “Ayudaré a Llorca en la medida de mis posibilidades”: Mazón se despide de su cargo y no aclara si dejará el acta de diputado El Defensor del Paciente pide una investigación a la Fiscalía sobre los equipos contra el cáncer parados ""Ni una mujer menos, ni un retroceso más"": La UV alza la voz por el 25N en la apertura de curso nacional Víctima de maltrato durante 9 años: ""Cada hostia que me ha dado mi padre le ha costado 69 céntimo...",,,,WEB https://www.levante-emv.com/comunitat-valenciana/
2025-11-28,07:05:57,Campello,Otros,"Avisos meteorológicos - Agencia Estatal de Meteorología - AEMET. Gobierno de España Este sitio web utiliza cookies propias y de terceros para mejorar la experiencia de navegación, y ofrecer contenidos y funcionalidades de interés.",,,,WEB https://www.aemet.es/es/eltiempo/prediccion/avisos?w=1&area=cva
2025-11-28,07:05:58,Campello,Otros,"Última Hora de la Vega Baja | Actualidad y Noticias de la Vega Baja en INFORMACION La Fiscalía ve indicios de un delito de falsedad documental en las facturas de las fiestas de La Murada y Orihuela Costa Orihuela celebra el primer pleno en la Costa mientras en la calle se ""cocina"" una alternativa para concurrir a las elecciones La Confederación del Segura licita el cambio de válvulas en el embalse de La Pedrera en Orihuela para evitar fugas Juicio de las basuras enterradas: Solo el 11 % de las 500 hectáreas agrícolas contaminadas por residuos en La Murada tiene prohibición de cultivar El se...",,,,WEB https://www.informacion.es/vega-baja/
2025-11-28,07:05:59,Campello,Otros,"Última Hora de L'Alacantí | Toda la Actualidad y Noticias de L'Alacantí en INFORMACION Arquetas robadas, caminos con socavones,...",,,,WEB https://www.informacion.es/alacanti/
2025-11-28,07:06:00,Campello,Otros,Diario de Alicante - Diario de Alicante Juanfran Pérez Llorca asume la presidencia de la Generalitat tras obtener el respaldo de PP y Vox Diario de Alicante ISSN: 3101-1284 - Edita © Real de a 8 Comunicación - Todos los derechos reservados,,,,WEB https://diariodealicante.net/
2025-11-28,07:06:00,Campello,Otros,"Alicante Plaza - Noticias de última hora y actualidad Recibe en tu correo la actualidad que te interesa De conformidad con el RGPD y la LOPDGDD, Ediciones Plaza, S.L. tratará los datos facilitados con la finalidad de remitirle noticias de actualidad de acuerdo con su perfil y preferencias sobre eventos, promociones, sorteos, concursos, cursos y otras comunicaciones comerciales.",,,,WEB https://alicanteplaza.es/
