id,pais,categoria,descripcion,fuente,lat,lon,mgrs,place,admin1,admin2,accuracy,geocode_source,created_at,updated_at
1,campello,Sin clasificar,"DOSIER DE PRENSA (11 DE NOVIEMBRE) | Noticias del Ayuntamiento de Calp https://noticias.calp.es/es/noticia/dosier-de-prensa-11-de-noviembre-2 Mario Conde, Albert Rivera y Arnaldo Otegi, los tres nombres que tambalean el tripartito de Calp Més de 200 voluntaris recullen a Calp 1.800 quilos de residus en les II Jornades Mediambientals de la Mar “Calp Blau” Jornadas Calp Blau: Más de 200 voluntari...",WEB noticias.calp.es,,,,les II Jornades Mediambientals de la Mar “Calp Blau” Jornadas Calp Blau: Más de 200 voluntari,,,,mensajes,2025-11-11T09:14:35,2025-11-11T09:14:35
2,campello,Sin clasificar,💥 Comença la descàrrega general dels BONS CONSUM 2025! 🕘 Primera descàrrega: 9 h 🕒 Segona ronda: 15 h ---------- 💥 ¡Empieza la descarga general de los BONS CONSUM 2025! 🕘 Primera descarga: 9 h 🕒 Segunda ronda: 15 h 👉 https://bonsconsum.denia.es,@AjuntamentDeDenia,39.670428,2.576356,31SDD6366491264,Comença,Illes Balears,Serra de Tramuntana,artwork,nominatim,2025-11-11T09:32:00,2025-11-11T09:32:00
3,campello,Sin clasificar,Dosier de prensa 👀 Consulta el dosier de prensa de hoy martes 11 de noviembre. ⬇️⬇️ 📅 11/11/2025 🌐 https://noticias.calp.es/es/noticia/dosier-de-prensa-11-de-noviembre-2 🔖 #Noticia,@AyuntamientodeCalp,60.399324,25.110255,35VLG9587697377,Noticia,Uusimaa,Helsingin seutukunta,company,cache,2025-11-11T09:37:01,2025-11-11T09:37:01
4,campello,Sin clasificar,Cielos despejados y ligero descenso de las máximas en el litoral sur de Alicante https://diariodealicante.net/cielos-despejados-descenso-maximas/,@diarioAlicante,,,,litoral sur de Alicante https://diariodealicante,,,,mensajes,2025-11-11T09:58:01,2025-11-11T09:58:01
5,campello,Sin clasificar,Noticias de Alicante La previsión de Aemet para este martes en la provincia da continuidad al buen tiempo otoñal: ambientes con nubes altas pero sol durante buena parte del día en la mayoría del territorio.,@AlicanteDirectoNews,,,,da continuidad al buen tiempo otoñal: ambientes con nubes altas pero sol durante buena parte del día,,,,mensajes,2025-11-11T10:09:01,2025-11-11T10:09:01
6,campello,Sin clasificar,La Asociación de Belenistas anticipa la Navidad con el Pregón del 22 de noviembre de Federico Jiménez de Cisneros https://diariodealicante.net/asociacion-belenistas-pregon/,@diarioAlicante,40.479549,-3.684726,30TVK4196281209,Asociación,Comunidad de Madrid,Madrid,pub,nominatim,2025-11-11T10:23:01,2025-11-11T10:23:01
7,campello,Hazards,Extinguido un incendio en una nave industrial que generó una intensa columna de humo en San Fulgencio https://diariodealicante.net/incendio-nave-industrial-san-fulgencio/,@diarioAlicante,,,,una nave industrial,,,,mensajes,2025-11-11T10:37:01,2025-11-11T10:37:01
8,campello,Sin clasificar,"Génova intenta imponer su ritmo frente a Vox, que pide un candidato cercano a Mazón https://www.informacion.es/comunidad-valenciana/2025/11/11/genova-imponer-ritmo-frente-vox-pide-candidato-cercano-mazon-123580988.html Génova intenta imponer su ritmo frente a Vox, que pide un candidato cercano a Mazón Pérez Llorca admite en su regreso a las Corts que ha hablado con Feijóo, pero dice que no se l...",WEB www.informacion.es,,,,su regreso a las Corts,,,,mensajes,2025-11-11T10:44:39,2025-11-11T10:44:39
9,campello,Sin clasificar,Las víctimas no podrán estar en la comparecencia de Mazón en las Cortes al copar Presidencia las invitaciones con sus asesores https://www.informacion.es/comunidad-valenciana/2025/11/10/comparecencia-mazon-cortes-deja-fuera-victimas-dana-valencia-123575398.html Las víctimas no podrán estar en la comparecencia de Mazón en las Cortes al copar Presidencia las invitaciones con sus asesores La direc...,WEB www.informacion.es,,,,comparecencia de Mazón,,,,mensajes,2025-11-11T10:44:39,2025-11-11T10:44:39
10,campello,Sin clasificar,La Policía Nacional intercepta en Alicante 27 toneladas de pulpa de fruta mezcladas con cocaína https://www.informacion.es/sucesos/sucesos-en-alicante/2025/11/11/cocaina-puerto-de-valencia-policia-nacional-intercepta-alicante-27-toneladas-cocaina-mezclada-pulpa-fruta-123582285.html La Policía Nacional intercepta en Alicante 27 toneladas de pulpa de fruta mezcladas con cocaína Agentes antinarcót...,WEB www.informacion.es,35.661543,139.698750,54SUE8221947189,Alicante 27 toneladas de pulpa de fruta mezcladas con cocaína https://www,,渋谷区,theatre,nominatim,2025-11-11T10:44:40,2025-11-11T10:44:40
