fecha,hora,pais,categoria_sicu,descripcion,localizacion,lat,lon,fuente_URL
2025-11-28,07:08:05,Libia,Conflicto Armado,Inicio X Autoridades suizas Congelan Visas Diplomáticas Libianas Las Fuerzas Armadas Libianas inician 79o Curso de Paracaidismo para mejorar las Fuerzas de Elite La Autoridad de Auditoría Libia presenta 2024 Informe al Parlamento de Libia y HCS Finaliza el Trato para Nombrar a la Comisión Electoral Liderazgo El ACNUR apoya a más de 6.200 familias sudanesas que llegan a Al-Kufra EgyptAir Expande la Red con Nueva Ruta Conectando Alejandría y Libia Libia Libia Libia urge a los ciudadanos de Guinea-Bissau a ejercer la máxima precaución 550 estudiantes libios a unirse a la Academia Nacional de P...,Tripoli International Airport,32.676,13.157,WEB https://libyareview.com/
2025-11-28,07:08:17,Libia,Conflicto Armado,Plataforma libia: seguridad y militar. Comuníquese con nosotros por correo electrónico@almenassa.ly,,,,WEB https://almenassa.ly/%D8%A7%D9%84%D8%AA%D8%B5%D9%86%D9%8A%D9%81%D8%A7%D8%AA/%d8%a3%d9%85%d9%86%d9%8a-%d9%88%d8%b9%d8%b3%d9%83%d8%b1%d9%8a/
2025-11-28,09:09:12,Libia,Conflicto Armado,Plataforma libia: seguridad y militar. Comuníquese con nosotros por correo electrónico@almenassa.ly,,,,WEB https://almenassa.ly/%D8%A7%D9%84%D8%AA%D8%B5%D9%86%D9%8A%D9%81%D8%A7%D8%AA/%d8%a3%d9%85%d9%86%d9%8a-%d9%88%d8%b9%d8%b3%d9%83%d8%b1%d9%8a/
2025-11-28,09:15:01,Libia,Conflicto Armado,Inicio X Autoridades suizas Congelan Visas Diplomáticas Libianas Las Fuerzas Armadas Libianas inician 79o Curso de Paracaidismo para mejorar las Fuerzas de Elite La Autoridad de Auditoría Libia presenta 2024 Informe al Parlamento de Libia y HCS Finaliza el Trato para Nombrar a la Comisión Electoral Liderazgo El ACNUR apoya a más de 6.200 familias sudanesas que llegan a Al-Kufra EgyptAir Expande la Red con Nueva Ruta Conectando Alejandría y Libia Libia Libia Libia urge a los ciudadanos de Guinea-Bissau a ejercer la máxima precaución 550 estudiantes libios a unirse a la Academia Nacional de P...,Tripoli International Airport,32.676,13.157,WEB https://libyareview.com/
2025-11-28,09:27:47,Libia,Criminalidad,El Servicio de Lucha contra los Estupefacientes y las Sustancias Psicotrópicas de la División Blanca dijo que sus agentes habían logrado capturar a un traficante de drogas con antecedentes penales después de que fuera atraído a una venta bien vigilada.,,,,@gplusss
2025-11-28,10:44:28,Libia,Conflicto Armado,"Un ex director de la empresa de viviendas fue detenido con documentos de café por valor de 3 millones de dólares por el canal 14 israelí: Washington, a mediados de enero, para iniciar el despliegue de una fuerza internacional voluntaria en Gaza del ejército israelí, anunciando un grave acto de seguridad en el Monte del Cheikh y en el Golán sirio una declaración militar iraquí oficial sobre el vuelo de aviones de combate en el espacio aéreo meridional de Maduro ordenando a la Fuerza Aérea Venezolana “preparado” de 3 millones de dólares.",,,,WEB https://almarsad.co/
2025-11-28,11:39:29,Libia,Conflicto Armado,Inicio X Autoridades suizas Congelan Visas Diplomáticas Libianas Las Fuerzas Armadas Libianas inician 79o Curso de Paracaidismo para mejorar las Fuerzas de Elite La Autoridad de Auditoría Libia presenta 2024 Informe al Parlamento de Libia y HCS Finaliza el Trato para Nombrar a la Comisión Electoral Liderazgo El ACNUR apoya a más de 6.200 familias sudanesas que llegan a Al-Kufra EgyptAir Expande la Red con Nueva Ruta Conectando Alejandría y Libia Libia Libia Libia urge a los ciudadanos de Guinea-Bissau a ejercer la máxima precaución 550 estudiantes libios a unirse a la Academia Nacional de P...,Tripoli International Airport,32.676,13.157,WEB https://libyareview.com/
2025-11-28,11:54:53,Libia,Conflicto Armado,Plataforma libia: seguridad y militar. Comuníquese con nosotros por correo electrónico@almenassa.ly,,,,WEB https://almenassa.ly/%D8%A7%D9%84%D8%AA%D8%B5%D9%86%D9%8A%D9%81%D8%A7%D8%AA/%d8%a3%d9%85%d9%86%d9%8a-%d9%88%d8%b9%d8%b3%d9%83%d8%b1%d9%8a/
2025-11-28,11:55:48,Libia,Conflicto Armado,"La Unión no tolerará ningún cambio de gobierno que no sea el Presidente de la Comisión de la Unión Africana, Mahmoud Ali Youssef, condena el golpe militar en Guinea-Bissau y pide la liberación inmediata e incondicional del Presidente Amr Sisuko y de altos funcionarios y dirigentes políticos.",,,,@sefr0ly
2025-11-28,13:13:00,Libia,Criminalidad,"En un momento en que el servicio de aduanas se quejó un mes antes de la falta de sellos y advirtió de que los envíos se retrasarían como consecuencia de ello, el departamento de lucha contra el contrabando y las drogas de la ""cariño"" frustraba la venta de unos 3.000 sellos Krishm de contenedores de carga que una mujer tenía y propuse para vender a través de Facebook.",,,,@sefr0ly
