fecha,hora,pais,categoria_sicu,descripcion,localizacion,lat,lon,fuente_URL
2025-11-24,09:30:18,Libia,Criminalidad,"– El asesinato de las mujeres no es sólo un asesinato personal, sino también un asesinato de la moral de una sociedad que aprende a respetar y valorar a las mujeres en nuestra religión islámica o comunitaria. – Aquí no hablamos sólo de las mujeres, sino también de las estadísticas de algunos periodistas sobre el asesinato de 30 mujeres en 10 meses.",,,,@libyapress
2025-11-24,09:55:17,Libia,Criminalidad,El asesinato de mujeres mujahid revela la confusión de la seguridad en Libia occidental.,,,,@gplusss
2025-11-24,10:41:24,Libia,Criminalidad,El asesinato de mujeres mujahid revela la confusión de la seguridad en Libia occidental.  [Enlace: https://2cm.es/1jSPQ],,,,@gplusss
2025-11-24,10:41:25,Libia,Terrorismo,"El presidente estadounidense, Donald Trump, tiene la intención de clasificar a la Hermandad Musulmana como organización terrorista extranjera, según la declaración de Just the News. – Trump dijo que la decisión se adoptaría en las condiciones más estrictas posibles y explicó que los documentos finales se estaban preparando, y que la clasificación se publicaría en forma estricta y vinculante.",,,,@libyapress
2025-11-24,12:41:02,Libia,Criminalidad,– El asesinato de mujeres es un mensaje de que la tasa de disuasión y el mantenimiento de la seguridad ejercida por el Ministerio del Interior no ha alcanzado el nivel necesario y demuestra que el Estado no puede mantener la seguridad en las zonas occidentales de Trípoli. – El hecho de que el crimen se produzca a plena luz del día demuestra que los autores no se sienten amenazados por el enjuiciamiento y que se encuentran en un entorno seguro para cometer el delito.,Tripoli,32.887,13.191,@libyapress
2025-11-24,12:41:02,Libia,Hazards,"El municipio de Dedos ha estado teniendo tres incendios en las últimas 48 horas, incluyendo una casa quemada por primera vez y otra hace dos días.",,,,@sefr0ly
2025-11-24,13:00:09,Libia,Criminalidad,Hanan Sharif: Los asesinatos de mujeres en Libia occidental se han convertido en un fenómeno que amenaza la seguridad de la comunidad.  [Enlace: https://2cm.es/1f3x8],,,,@gplusss
2025-11-24,13:31:49,Libia,Conflicto Armado,"Según fuentes, la Fuerza de Lucha contra el Terrorismo ha recibido recientemente aviones teledirigidos y suicidas de tipo ucraniano, suministrados a través de Abdussalam Zubi y en coordinación con el agregado militar ucraniano de Argelia, Coronel Andre Baiuk. Estas marchas se clasifican entre especies de alto riesgo, en medio de temores de que puedan ser utilizadas para ataques y asesinatos, y de advertencias sobre su posible acceso a organizaciones extremistas que podrían explotar su capacidad para poner en peligro la seguridad.",Tripoli International Airport,32.676,13.157,@jraimalmlyshyat
2025-11-24,13:42:48,Libia,Conflicto Armado,"El viernes, el ejército sudanés atacó y destruyó más de 50 vehículos de combate y varios tanques de combustible de las Fuerzas de Apoyo Rápido en la zona del triángulo fronterizo entre Libia, Egipto y Sudán, mientras el convoy se dirigía desde el este de Libia hacia el Sudán. – El ataque se dirigió contra una línea de suministro vital de las Fuerzas de Apoyo Rápido que pasa por el oeste del Sudán, concretamente por el estado de Darfur septentrional, y que se extiende por el triángulo fronterizo a ciudades clave como El Fasher.",,,,@libyapress
2025-11-24,14:06:53,Libia,Hazards,"En menos de 48 horas, los habitantes del municipio de Dedos despiertan tres incendios en diferentes casas del municipio, en medio del miedo y la tensión que viven las familias a diario. A pesar de que los incidentes se repiten, la gente sigue preguntando: ¿Cuánto tiempo dura el sufrimiento?",Tripoli,32.887,13.191,@libyabreaking
