fecha,hora,pais,categoria_sicu,descripcion,localizacion,lat,lon,fuente_URL
2025-12-01,07:06:23,Libia,Conflicto Armado,"El informe titulado “Las nuevas empresas de Libia están avanzando a pesar de los problemas de financiación y de las leyes de la República Árabe Siria”. La comunidad internacional debe apoyar la reconstrucción de Gaza como la primera respuesta oficial iraquí al bombardeo por parte del Irán de zonas de la región de Kerdistán con misiles balísticos israelíes, que advierte al Gobierno del Líbano de los ataques militares en más de 40 ciudades españolas de solidaridad con Palestina.",,,,WEB https://almarsad.co/
2025-12-01,07:06:27,Libia,Conflicto Armado,Plataforma libia: seguridad y militar. Comuníquese con nosotros por correo electrónico@almenassa.ly,,,,WEB https://almenassa.ly/%D8%A7%D9%84%D8%AA%D8%B5%D9%86%D9%8A%D9%81%D8%A7%D8%AA/%d8%a3%d9%85%d9%86%d9%8a-%d9%88%d8%b9%d8%b3%d9%83%d8%b1%d9%8a/
2025-12-01,09:08:22,Libia,Conflicto Armado,"El informe titulado “Las nuevas empresas de Libia están avanzando a pesar de los problemas de financiación y de las leyes de la República Árabe Siria”. La comunidad internacional debe apoyar la reconstrucción de Gaza como la primera respuesta oficial iraquí al bombardeo por parte del Irán de zonas de la región de Kerdistán con misiles balísticos israelíes, que advierte al Gobierno del Líbano de los ataques militares en más de 40 ciudades españolas de solidaridad con Palestina.",,,,WEB https://almarsad.co/
2025-12-01,09:08:26,Libia,Conflicto Armado,Plataforma libia: seguridad y militar. Comuníquese con nosotros por correo electrónico@almenassa.ly,,,,WEB https://almenassa.ly/%D8%A7%D9%84%D8%AA%D8%B5%D9%86%D9%8A%D9%81%D8%A7%D8%AA/%d8%a3%d9%85%d9%86%d9%8a-%d9%88%d8%b9%d8%b3%d9%83%d8%b1%d9%8a/
2025-12-01,09:19:28,Libia,Disturbios Civiles,"El Presidente del Comité de Seguridad Nacional de la ex Conferencia Nacional Abdul Moneim Al-Aliser, en sus declaraciones al canal de Al-Mesir, hizo una manifestación diaria para celebrar el lanzamiento por Dabba de un programa externo basado en la diplomacia cultural.",Sirte,31.205,16.588,WEB https://www.alsaaa24.com/category/%d9%84%d9%8a%d8%a8%d9%8a%d8%a7/
2025-12-01,09:31:31,Libia,Disturbios Civiles,"El Presidente del Comité Nacional de Seguridad invitó al Presidente del Consejo Nacional a que, en las declaraciones del canal de Al-Munam Al-Assir, se manifestara todos los días en la reunión del canal de Al-Tadawi, en la que el Dr. Al-Tadawi, en la reunión de Al-Taliba, participó en la reunión de Al-Tadawi, en la que la Ministra de Asuntos de la Mujer, en la reunión del Gobierno de Al-Hubayr, se centró en la diplomacia cultural, en la protesta de la Ministra de Cultura de Dabba, en la sesión de Al-Husbayr, en la puesta en marcha de un programa externo basado en la diplomacia cultural y en...",Suq al Jumaa,32.874,13.210,WEB https://www.alsaaa24.com/category/%d9%84%d9%8a%d8%a8%d9%8a%d8%a7/
2025-12-01,09:42:54,Libia,Terrorismo,"• El equipo de la Oficina de Inspección de Seguridad y el desmantelamiento de explosivos del sistema de investigación criminal pueden manejar una bomba de vuelo sin detonar. • Según la declaración del dispositivo, la bomba fue encontrada en una granja de la zona de Qasr Bin Ghashir, tras recibir una notificación de la sala principal del aparato.",Qasr Bin Ghashir,32.683,13.153,@gplusss
2025-12-01,11:46:54,Libia,Conflicto Armado,"Después de la congelación de los aumentos de producción previstos en el primer trimestre de 2026, Brent se eleva en un 1,72% a aproximadamente 63,50 dólares por barril, en vista de la evaluación del mercado de las consecuencias de las recientes declaraciones de Trump sobre el cierre de Venezuela y la continuación de las maniobras militares en torno a ella, según la agencia estadounidense Bloomberg.",,,,@sefr0ly
2025-12-01,11:49:45,Libia,Conflicto Armado,Plataforma libia: seguridad y militar. Comuníquese con nosotros por correo electrónico@almenassa.ly,,,,WEB https://almenassa.ly/%D8%A7%D9%84%D8%AA%D8%B5%D9%86%D9%8A%D9%81%D8%A7%D8%AA/%d8%a3%d9%85%d9%86%d9%8a-%d9%88%d8%b9%d8%b3%d9%83%d8%b1%d9%8a/
2025-12-01,11:50:54,Libia,Conflicto Armado,"- El Cairo espera que la lista de participantes cree una fuerte competencia entre las tribus, los partidos y los componentes locales, lo que dará lugar a controversias sobre el tamaño de la representación y el peso de las distintas partes en el diálogo, que podrían verse rápidamente reflejadas en enfrentamientos políticos, de información y, posiblemente, sobre el terreno. - El Cairo considera que la falta de garantías claras sobre la forma en que se seleccionarán los miembros del diálogo, los mecanismos de adopción de decisiones dentro de él y la ausencia de criterios vinculantes para la re...",,,,@libyapress
2025-12-01,13:55:24,Libia,Conflicto Armado,Plataforma libia: seguridad y militar. Comuníquese con nosotros por correo electrónico@almenassa.ly,,,,WEB https://almenassa.ly/%D8%A7%D9%84%D8%AA%D8%B5%D9%86%D9%8A%D9%81%D8%A7%D8%AA/%d8%a3%d9%85%d9%86%d9%8a-%d9%88%d8%b9%d8%b3%d9%83%d8%b1%d9%8a/
2025-12-01,13:55:36,Libia,Conflicto Armado,"El analista militar Rich-Ted vigila 64 vuelos de aviones de carga militares de los Emiratos Árabes Unidos al este de Libia, explicando que 38 de ellos procedían directamente de los Emiratos Árabes Unidos, y los 26 restantes de la base de Agzobi en Boudzou, en el territorio somalí de Puntlandia, señalando que seis vuelos llegaron a la capital del Chad también en noviembre.",,,,@sefr0ly
2025-12-01,13:55:36,Libia,Conflicto Armado,# Sabrata – Un joven llamado  Al-Ghul fue objeto de un intenso tiroteo por parte de un grupo armado no identificado que viajaba en un Toyota FG cuando pasaba por una calle de Sabrata.,,,,@jraimalmlyshyat
