fecha,hora,pais,categoria_sicu,descripcion,localizacion,lat,lon,fuente
2025-11-22,14:36:30,Colombia,Otros,"¿Es nueva la multa por no usar cinturón de seguridad en los asientos traseros del vehículo?  En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadística, optimizar la funcionalidad del sitio y mostrar publicidad relacionada con sus preferencias a través del análisis de la navegación.  [Enlace: https://www.eltiempo.com/economia/finanzas-personales/es-nueva-la-multa-por-no-usar-cinturon-de-seguridad-en-los-asientos-traseros-del-vehiculo-3510756]",,,,WEB www.eltiempo.com
2025-11-22,15:41:42,Colombia,Otros,"Lluvias en Bogotá y Colombia seguirán fuertes este fin de semana: pronóstico del Ideam  En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadística, optimizar la funcionalidad del sitio y mostrar publicidad relacionada con sus preferencias a través del análisis de la navegación.  [Enlace: https://www.eltiempo.com/bogota/lluvias-en-bogota-y-colombia-seguiran-fuertes-este-fin-de-semana-pronostico-del-ideam-3510922]",,,,WEB www.eltiempo.com
2025-11-22,15:41:44,Colombia,Otros,"Presidente Gustavo Petro amenaza con retirar misión diplomática de Perú si ese país agrede a la embajada mexicana en Lima  En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadística, optimizar la funcionalidad del sitio y mostrar publicidad relacionada con sus preferencias a través del análisis de la navegación.  [Enlace: https://www.eltiempo.com/politica/gobierno/presidente-gustavo-petro-amenaza-con-retirar-mision-diplomatica-de-peru-si-ese-pais-agrede-a-la-embajada-mexicana-3510903] [Enlace: https://t.co/6IUk76aSCo]",,,,WEB www.eltiempo.com
2025-11-22,15:41:47,Colombia,Otros,"Marjorie Taylor Greene renuncia al Congreso tras ruptura con Donald Trump: 'No debería ser amenazada por el presidente con el que luché'  En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadística, optimizar la funcionalidad del sitio y mostrar publicidad relacionada con sus preferencias a través del análisis de la navegación.  [Enlace: https://www.eltiempo.com/mundo/eeuu-y-canada/la-republicana-marjorie-taylor-greene-renuncia-al-congreso-tras-ruptura-con-donald-trump-3510919]",,,,WEB www.eltiempo.com
2025-11-22,15:42:13,Colombia,Otros,"Centro Democrático fijó la fecha para tener definido a su candidato para la Presidencia, según Gabriel Vallejo: 'Vamos a reconstruir'  En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadística, optimizar la funcionalidad del sitio y mostrar publicidad relacionada con sus preferencias a través del análisis de la navegación.  [Enlace: https://www.eltiempo.com/politica/partidos-politicos/centro-democratico-fijo-la-fecha-para-tener-definido-a-su-candidato-para-la-presidencia-segun-gabriel-vallejo-vamos-a-reconstruir-3510902]",,,,WEB www.eltiempo.com
2025-11-22,16:52:24,Colombia,Otros,Luis Díaz y Bayern Múnich vs.  [Enlace: https://www.eltiempo.com/deportes/futbol-internacional/en-vivo-luis-diaz-y-bayern-munich-vs-friburgo-siga-el-minuto-a-minuto-en-la-bundesliga-3510932],,,,WEB www.eltiempo.com
2025-11-22,16:52:25,Colombia,Otros,"Giovanny Ayala le pide al presidente Petro que ayude a la pronta liberación de su hijo Miguel  En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadística, optimizar la funcionalidad del sitio y mostrar publicidad relacionada con sus preferencias a través del análisis de la navegación.  [Enlace: https://www.eltiempo.com/colombia/otras-ciudades/giovanny-ayala-le-pide-al-presidente-petro-que-ayude-a-la-pronta-liberacion-de-su-hijo-miguel-3510936]",,,,WEB www.eltiempo.com
2025-11-22,16:52:26,Colombia,Otros,Ucrania y EE.  [Enlace: https://www.eltiempo.com/mundo/europa/ucrania-y-ee-uu-se-reuniran-en-suiza-para-revisar-el-plan-de-paz-de-trump-mientras-kiev-rechaza-ceder-territorio-y-moscu-respalda-la-propuesta-3510930],,,,WEB www.eltiempo.com
2025-11-22,16:52:27,Colombia,Conflicto Armado,"¿Quién es 'Antonio Medina', el objetivo militar que se escapó de bombardeo en Arauca? Reapareció en video  En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadística, optimizar la funcionalidad del sitio y mostrar publicidad relacionada con sus preferencias a través del análisis de la navegación.  [Enlace: https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/quien-es-antonio-medina-el-objetivo-militar-que-se-escapo-de-bombardeo-en-arauca-reaparecio-en-video-3508822]",,,,WEB www.eltiempo.com
2025-11-22,19:07:49,Colombia,Terrorismo,"Al menos 22 muertos en nueva ola de bombardeos israelíes en Gaza: Ejército asegura que fue en respuesta al ataque de 'un terrorista armado'  En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadística, optimizar la funcionalidad del sitio y mostrar publicidad relacionada con sus preferencias a través del análisis de la navegación.  [Enlace: https://www.eltiempo.com/mundo/medio-oriente/al-menos-22-muertos-en-nueva-ola-de-bombardeos-israelies-en-gaza-ejercito-asegura-que-fue-en-respuesta-al-ataque-de-un-terrorista-armado-3510950]",,,,WEB www.eltiempo.com
