id,pais,categoria,descripcion,fuente,lat,lon,mgrs,place,admin1,admin2,accuracy,geocode_source,created_at,updated_at
1,UN,Sin clasificar,"UN News https://news.un.org/ru/ Участники 43-й сессии Генеральной конференции ЮНЕСКО, которая проходит в эти дни в Самарканде, Узбекистан, приняли резолюцию, учреждающую Всемирный день тюркских языков.",WEB news.un.org,22.316931,114.191986,50QKK1071970600,UN News,香港 Hong Kong,九龍城區 Kowloon City District,industrial,nominatim,2025-11-04T18:58:21,2025-11-04T18:58:21
2,UN,Sin clasificar,"UN News https://news.un.org/pt/ Relatório do Pnuma mostra que redução de emissões de gases, que aquecem o planeta, está desalinhada com a meta de 1,5°C; secretário-geral afirma que ultrapassagem desse limite é inevitável, mas pode ser revertida.",WEB news.un.org,22.316931,114.191986,50QKK1071970600,UN News,香港 Hong Kong,九龍城區 Kowloon City District,industrial,cache,2025-11-04T18:58:22,2025-11-04T18:58:22
3,UN,Sin clasificar,"UN News https://news.un.org/sw/ Ahadi mpya zilizotolewa na serikali kuhusu kukabiliana na mabadiliko ya tabianchi zimepunguza kwa kiwango kidogo tu ongezeko la joto duniani katika karne hii, hali inayoiweka dunia kwenye hatari kubwa ya kuongezeka kwa madhara ya tabianchi.",WEB news.un.org,22.316931,114.191986,50QKK1071970600,UN News,香港 Hong Kong,九龍城區 Kowloon City District,industrial,cache,2025-11-04T21:20:35,2025-11-04T21:20:35
4,UN,Sin clasificar,"UN News https://news.un.org/hi/ संयुक्त राष्ट्र पर्यावरण कार्यक्रम (UNEP) की एक नई रिपोर्ट दर्शाती है कि देशों की सरकारों ने जिन नए जलवायु संकल्पों को व्यक्त किया है, उनसे इस सदी के दौरान बढ़ते वैश्विक तापमान में केवल मामूली गिरावट ही दर्ज किए जाने की सम्भावना है.",WEB news.un.org,22.316931,114.191986,50QKK1071970600,UN News,香港 Hong Kong,九龍城區 Kowloon City District,industrial,cache,2025-11-04T21:20:37,2025-11-04T21:20:37
5,campello,Sin clasificar,"Vilaplana declara que Mazón no parecía tener prisa “por llegar a ningún sitio” https://www.levante-emv.com/comunitat-valenciana/2025/11/03/vilaplana-declara-mazon-parecia-prisa-123306771.html Vilaplana declara que Mazón no parecía tener prisa “por llegar a ningún sitio” Así lo ha relatado uno de los abogados presentes en la sala, como Eduardo García, de la acusación popular de Ciudadanos La per...",WEB www.levante-emv.com,-7.569249,110.828448,49MDM8107563318,sala,Jawa Tengah,Kecamatan Pasar Kliwon,administrative,nominatim,2025-11-04T07:09:11,2025-11-04T07:09:11
6,campello,Sin clasificar,"DOSIER DE PRENSA 04.11.2025 | Noticias del Ayuntamiento de Calp https://noticias.calp.es/es/noticia/dosier-de-prensa-04112025 Calp celebra la I Gala del Deporte y la Cultura «Resiliencia y Acción por el Litoral de Calp»: ciencia, activismo y educación ambiental se dan cita en Calp Blau 2025 A la búsqueda de la «foto de la vergüenza»: así serán las jornadas Calp Blau contra la «basuraleza» Profe...",WEB noticias.calp.es,,,,Calp Blau 2025 A la búsqueda de la «foto de la vergüenza»: así,,,,mensajes,2025-11-04T09:08:48,2025-11-04T09:08:48
7,campello,Sin clasificar,Noticias de Alicante Las reivindicaciones de Tabarca volvieron a sonar en Alicante.,@AlicanteDirectoNews,38.343637,-0.488171,30SYH1951546929,Alicante,Comunitat Valenciana,Alacant / Alicante,administrative,cache,2025-11-04T09:48:07,2025-11-04T09:48:07
8,campello,Sin clasificar,Dosier de prensa 🗞️ ¿Quieres saber qué se ha dicho hoy sobre Calp en los medios de comunicación? Desde el Departamento de Comunicación del Ayuntamiento de Calp hemos preparado el dosier de prensa con todas las noticias publicadas este 4 de noviembre de 2025. 📲 Consúltalo aquí 👇 📅 04/11/2025 🌐 https://noticias.calp.es/es/noticia/dosier-de-prensa-3-de-noviembre-2 🔖 #Noticia,@AyuntamientodeCalp,,,,medios de comunicación? Desde el Departamento de Comunicación del Ayuntamiento de Calp hemos preparado el dosier de prensa con todas las noticias publicadas este 4 de noviembre de 2025,,,,mensajes,2025-11-04T09:48:07,2025-11-04T09:48:07
9,campello,Disturbios Civiles,Los taxistas de la Comunitat Valenciana protestan hoy por la 'dejación' de Generalitat ante las VTC https://diariodealicante.net/taxistas-comunitat-protestan-vtc/,@diarioAlicante,39.681959,-0.765441,30SXJ9163294845,Comunitat Valenciana,Comunitat Valenciana,,administrative,nominatim,2025-11-04T10:07:36,2025-11-04T10:07:36
10,campello,Sin clasificar,"Noticias de Alicante El Ayuntamiento de Alicante recurre la sentencia del Tribunal Superior de Justicia de la Comunidad Valenciana (TSJCV) que declaró inválidos los pliegos del contrato para la gestión del albergue municipal de personas sin hogar, el Centro de Acogida y Urgencias Sociales (CAUS), al considerar que debía incluir la subrogación del personal del anterior servicio.",@AlicanteDirectoNews,,,,Noticias de Alicante El Ayuntamiento de Alicante recurre la sentencia del Tribunal Superior de Justicia de la Comunidad Valenciana (TSJCV,,,,mensajes,2025-11-04T10:08:35,2025-11-04T10:08:35
11,campello,Sin clasificar,Noticias de Alicante El Colegio de Fisioterapeutas de la Comunidad Valenciana dedica su último videoconsejo a concienciar a profesionales sanitarios y a pacientes sobre los beneficios de la fisioterapia oncológica.,@AlicanteDirectoNews,38.463161,-0.783905,30SXH9334859532,Alicante El Colegio,Comunitat Valenciana,,residential,nominatim,2025-11-04T10:08:35,2025-11-04T10:08:35
12,campello,Sin clasificar,Jandro gana el XIII Certamen de Cortos de Santa Pola con 'El revisor' https://diariodealicante.net/jandro-gana-xiii-certamen-cortos-santa-pola/,@diarioAlicante,40.321661,-3.866544,30TVK2637963819,Jandro,Comunidad de Madrid,Móstoles,bar,nominatim,2025-11-04T10:54:31,2025-11-04T10:54:31
13,campello,Sin clasificar,📣 OFERTA D'OCUPACIÓ PÚBLICA Obert el termini d'inscripció per a participar en el procés selectiu per a la constitució d'una borsa de treball temporal del lloc de TÈCNIC/A MITJÀ DE GESTIÓ (A2).,@AjuntamentDeDenia,,,,procés selectiu per a la constitució d'una borsa de treball temporal del lloc de TÈCNIC/A MITJÀ DE GESTIÓ (A2,,,,mensajes,2025-11-04T10:55:28,2025-11-04T10:55:28
14,campello,Sin clasificar,"📣 II Plan de Igualdad para la Ciudadanía Desde el Ayuntamiento de Calp, a través de la Concejalía de Igualdad, estamos elaborando el II Plan de Igualdad para la Ciudadanía, una herramienta participativa y transformadora que recogerá necesidades, propuestas y compromisos para seguir avanzando hacia un municipio más igualitario y justo.",@AyuntamientodeCalp,52.350906,6.457143,32ULD2681403111,II Plan,Overijssel,Hellendoorn,yes,nominatim,2025-11-04T11:00:28,2025-11-04T11:00:28
15,campello,Sin clasificar,Cielos despejados y temperaturas estables este martes en Alicante https://diariodealicante.net/cielos-despejados-alicante/,@diarioAlicante,38.609596,-0.273310,30SYH3742076981,Alicante https://diariodealicante,Comunitat Valenciana,,art,cache,2025-11-04T11:00:28,2025-11-04T11:00:28
