id,pais,categoria,descripcion,fuente,lat,lon,mgrs,place,admin1,admin2,accuracy,geocode_source,created_at,updated_at
1,UN,Sin clasificar,Eventos y noticias | Naciones Unidas https://www.un.org/es/events-and-news Descubra lo que están haciendo las Naciones Unidas para abordar los problemas clave que enfrenta la comunidad internacional .,WEB www.un.org,4.653708,-74.062666,18NXL0396414454,Eventos,"Bogotá, Distrito Capital",Bogotá,party,nominatim,2025-11-07T04:08:23,2025-11-07T04:08:23
2,campello,Sin clasificar,"Noticias de Alicante Alicante revisará el reglamento del transporte público para incorporar la regulación de patinetes eléctricos, actualizar el régimen sancionador y mejorar la accesibilidad.",@AlicanteDirectoNews,38.343637,-0.488171,30SYH1951546929,Alicante Alicante,Comunitat Valenciana,Alacant / Alicante,administrative,nominatim,2025-11-06T08:08:50,2025-11-06T08:08:50
3,campello,Sin clasificar,https://www.cope.es/emisoras/comunidad-valenciana/alicante-provincia/denia/episodios/13-50h-05-nov-2025-mediodia-cope-denia-hora-091-20251105_3245625.html,@alicanteprensapolicianacional,,,,,,,,mensajes,2025-11-06T09:11:50,2025-11-06T09:11:50
4,campello,Hazards,DOSIER DE PRENSA 6.11.2025 | Noticias del Ayuntamiento de Calp https://noticias.calp.es/es/noticia/dosier-de-prensa-6112025 El Ayuntamiento de Calp actúa en la zona verde de La Empedrola para evitar la propagación de incendios Alicante copa las banderas verdes de la sostenibilidad Calp destina 59.900 € a la limpieza de las zonas verdes municipales de La Empedrola Un nuevo caos educativo se cier...,WEB noticias.calp.es,,,,zona verde de La Empedrola para evitar la propagación de incendios Alicante copa las banderas verdes de la sostenibilidad Calp destina 59,,,,mensajes,2025-11-06T09:12:02,2025-11-06T09:12:02
5,campello,Sin clasificar,Dosier de prensa 🗞️ ¿Quieres saber qué se ha dicho hoy sobre Calp en los medios de comunicación? Desde el Departamento de Comunicación del Ayuntamiento de Calp hemos preparado el dosier de prensa con todas las noticias publicadas este 6 de noviembre de 2025. 📲 Consúltalo aquí 👇 📅 06/11/2025 🌐 https://noticias.calp.es/es/noticia/dosier-de-prensa-6112025 🔖 #Noticia,@AyuntamientodeCalp,,,,medios de comunicación? Desde el Departamento de Comunicación del Ayuntamiento de Calp hemos preparado el dosier de prensa con todas las noticias publicadas este 6 de noviembre de 2025,,,,mensajes,2025-11-06T09:35:50,2025-11-06T09:35:50
6,campello,Sin clasificar,Prueban en dos personas ciegas un sistema de visión artificial que dialoga con el cerebro https://diariodealicante.net/personas-ciegas-vision-artificial/,@diarioAlicante,,,,dos personas ciegas un sistema de visión artificial,,,,mensajes,2025-11-06T09:40:50,2025-11-06T09:40:50
7,campello,Sin clasificar,Rescatada una joven en el Peñón d’Ifach tras sufrir una caída durante una ruta de senderismo https://diariodealicante.net/rescatada-joven-penon-ifach-caida/,@diarioAlicante,,,,Peñón d’Ifach tras sufrir una caída durante una ruta de senderismo https://diariodealicante,,,,mensajes,2025-11-06T09:51:50,2025-11-06T09:51:50
8,campello,Sin clasificar,"Noticias de Alicante Los jóvenes de la Comunidad Valenciana comienza a beber alcohol a los 13,8 años, en el consumo de tabaco a los 14,4 años -a diario comienzan a consumirlo de media a los 14,4 años- y prueban el cannabis a los 14,8 años de media.",@AlicanteDirectoNews,,,,consumo de tabaco a los 14,,,,mensajes,2025-11-06T10:14:04,2025-11-06T10:14:04
9,campello,Sin clasificar,La provincia de Alicante mantiene cielos nubosos y ambiente estable pese a la inestabilidad en el norte https://diariodealicante.net/cielos-nubosos-alicante/,@diarioAlicante,51.204119,6.903610,32ULB5355074612,norte https://diariodealicante,Nordrhein-Westfalen,Stadtbezirk 8,residential,nominatim,2025-11-06T10:14:05,2025-11-06T10:14:05
10,campello,Sin clasificar,"IV Forum Europeo de Inteligencia Artificial, en directo | Del potencial al impacto: el poder transformador de la IA https://www.informacion.es/videos/alicante/2025/11/06/iv-forum-europeo-inteligencia-artificial-directo-alicante-123411281.html IV Forum Europeo de Inteligencia Artificial, en directo | Del potencial al impacto: el poder transformador de la IA / INFORMACIÓNTV IV Forum Europeo de In...",WEB www.informacion.es,35.661543,139.698750,54SUE8221947189,directo | Del potencial al impacto: el poder transformador de la IA https://www,,渋谷区,theatre,nominatim,2025-11-06T10:22:05,2025-11-06T10:22:05
