id,pais,categoria,descripcion,fuente,lat,lon,mgrs,place,admin1,admin2,accuracy,geocode_source,created_at,updated_at
1,UN,Sin clasificar,Personal superior de la UNSMIL https://unsmil.unmissions.org/Senior_Staff Oficial Principal de Derechos Humanos y Representante de Libia del Alto Comisionado de las Naciones Unidas para los Derechos Humanos,WEB unsmil.unmissions.org,-34.648671,-58.618218,21HUB5169964726,Personal,Buenos Aires,Morón,company,nominatim,2025-11-07T15:38:24,2025-11-07T15:38:24
2,campello,Sin clasificar,"DOSIER DE PRENSA (7 DE NOVIEMBRE) | Noticias del Ayuntamiento de Calp https://noticias.calp.es/es/noticia/dosier-de-prensa-7-de-noviembre-2 Calp se prepara para la jornada ""Sabors de la Mar"" Rescatan en helicóptero a una senderista herida cerca de la cima del Penyal d'Ifac Rescatada una joven de 24 años en el Penyal d’Ifac tras sufrir una caída cerca de la cima Calp celebra «Sabors de la Mar»,...",WEB noticias.calp.es,,,,helicóptero a una senderista herida cerca de la cima del Penyal d'Ifac Rescatada una joven de 24 años,,,,mensajes,2025-11-07T09:24:57,2025-11-07T09:24:57
3,campello,Sin clasificar,Dosier de prensa 📢 Aquí podéis consultar el dosier de prensa con las noticias que los medios de comunicación han publicado hoy sobre Calp 📅 07/11/2025 🌐 https://noticias.calp.es/es/noticia/dosier-de-prensa-7-de-noviembre-2 🔖 #Noticia,@AyuntamientodeCalp,60.399324,25.110255,35VLG9587697377,Noticia,Uusimaa,Helsingin seutukunta,company,cache,2025-11-07T10:00:13,2025-11-07T10:00:13
4,campello,Sin clasificar,Noticias de Alicante La provincia de Alicante vivirá este viernes una jornada marcada por los contrastes.,@AlicanteDirectoNews,38.085258,-85.867609,16SEH9930715880,Alicante La,Kentucky,Jefferson County,residential,cache,2025-11-07T10:09:13,2025-11-07T10:09:13
5,campello,Sin clasificar,🏠 Últimos días para solicitar las ayudas individuales para sufragar los gastos en la vivienda habitual en Calp El próximo 12 de noviembre finaliza el plazo para solicitar las ayudas dirigidas a desempleados de larga duración y pensionistas con pocos recursos económicos del municipio.,@AyuntamientodeCalp,,,,vivienda habitual en Calp El próximo 12 de noviembre finaliza el plazo para solicitar las ayudas dirigidas a desempleados de larga duración y pensionistas con pocos recursos económicos del municipio,,,,mensajes,2025-11-07T11:00:13,2025-11-07T11:00:13
6,campello,Sin clasificar,Detenido un prófugo lituano en el aeropuerto de Alicante al recoger a unos familiares https://diariodealicante.net/detenido-profugo-lituano-aeropuerto-alicante-recoger-familiares/,@diarioAlicante,,,,aeropuerto de Alicante al recoger a unos familiares https://diariodealicante,,,,mensajes,2025-11-07T11:05:13,2025-11-07T11:05:13
7,campello,Sin clasificar,Detenido un vecino de Elda por robar 2.000 metros de cable en pueblos de Albacete https://diariodealicante.net/detenido-vecino-elda-robar-cable-pueblos-albacete/,@diarioAlicante,,,,pueblos de Albacete https://diariodealicante,,,,mensajes,2025-11-07T11:15:13,2025-11-07T11:15:13
8,campello,Sin clasificar,Detenido un joven tras cometer hasta cuatro robos en viviendas y coches en la misma noche https://diariodealicante.net/detenido-joven-robos-viviendas-coches/,@diarioAlicante,,,,viviendas y coches,,,,mensajes,2025-11-07T11:20:13,2025-11-07T11:20:13
9,campello,Sin clasificar,"La Muestra Gastronómica, premio Onda Cero Elche-Comarcas del Vinalopó de Turismo Ayuntamiento de Aspe (RSS) Anoche, en una emotiva ceremonia celebrada en el Gran Teatro de Elche, la Muestra Gastronómica de Aspe fue galardonada con el premio Onda Cero Elche-Comarcas del Vinalopó de Turismo, en reconocimiento a su apuesta por la gastronomía local como eje turístico, dentro de la Gala XIII Premios...",@santaelenaaspe,,,,una emotiva ceremonia celebrada,,,,mensajes,2025-11-07T11:31:13,2025-11-07T11:31:13
10,campello,Sin clasificar,La Diputación de Alicante subvenciona al Ayuntamiento de Aspe con 5.000 euros para la esterilización de gatos Ayuntamiento de Aspe (RSS) El Ayuntamiento de Aspe ha recibido una subvención de 5.000 euros por parte de la Diputación Provincial de Alicante destinada al control y esterilización de colonias felinas en el municipio.,@santaelenaaspe,44.530066,7.945101,32TMQ1618031289,municipio,Piemonte,Cuneo,townhall,cache,2025-11-07T11:31:13,2025-11-07T11:31:13
11,campello,Sin clasificar,Polémica por el envío de bomberos en servicio al rodaje de una película en Alicante https://www.informacion.es/alicante/2025/11/06/bomberos-alicante-ayuntamiento-servicio-minimo-rodaje-pelicula-123391586.html Polémica por el envío de bomberos en servicio al rodaje de una película en Alicante El sindicato SEP asegura que cuatro profesionales de turno fueron trasladados a Ciudad de la Luz ante la...,WEB www.informacion.es,35.661543,139.698750,54SUE8221947189,servicio al rodaje de una película en Alicante https://www,,渋谷区,theatre,nominatim,2025-11-07T11:35:01,2025-11-07T11:35:01
12,campello,Sin clasificar,Una viróloga advierte en Alicante del riesgo de la gripe aviar por su rápida mutación https://www.informacion.es/alicante/2025/11/06/virologa-alicante-gripe-aviar-humanos-pandemias-virus-123435785.html Una viróloga advierte en Alicante del riesgo de la gripe aviar por su rápida mutación La investigadora Kateri Bertran asegura que no existen precedentes de un virus que afecta no solo a las galli...,WEB www.informacion.es,35.661543,139.698750,54SUE8221947189,Alicante del riesgo de la gripe aviar por su rápida mutación https://www,,渋谷区,theatre,nominatim,2025-11-07T11:35:02,2025-11-07T11:35:02
13,campello,Sin clasificar,"🌊 Jornada de limpieza del fondo marino y del Parque Natural del Peñón de Ifach ♻️ Este sábado 8 de noviembre, de 10:00 a 13:30 h, participa en una nueva jornada de limpieza para cuidar nuestro entorno natural.La actividad incluye la recogida de residuos en el fondo marino y en tierra, en el entorno del Peñón de Ifach.",@AyuntamientodeCalp,,,,una nueva jornada de limpieza para cuidar nuestro entorno natural,,,,mensajes,2025-11-07T12:00:13,2025-11-07T12:00:13
14,campello,Sin clasificar,Noticias de Alicante Lo que aparentemente iba a ser un reencuentro familiar en la Costa Blanca acabó en los calabozos de la Comisaría Provincial de Alicante.,@AlicanteDirectoNews,36.589120,-4.607025,30SUF5624250495,Costa Blanca acabó,Andalucía,Costa del Sol Occidental,house,nominatim,2025-11-07T12:08:13,2025-11-07T12:08:13
