id,pais,categoria,descripcion,fuente,lat,lon,mgrs,place,admin1,admin2,accuracy,geocode_source,created_at,updated_at
1,UN,Sin clasificar,Bienvenido a las Naciones Unidas https://www.un.org/ Logotipo del 80o aniversario del logotipo de las Naciones Unidas del 80o aniversario de las Naciones Unidas,WEB www.un.org,20.121650,-97.744384,14QPH3125025437,Bienvenido,Puebla,Hermenegildo Galeana,town,nominatim,2025-11-06T00:54:58,2025-11-06T00:54:58
2,UN,Sin clasificar,La Sra.,WEB unsmil.unmissions.org,-27.907186,-54.521877,21JYK4390610609,Sra,Rio Grande do Sul,Santa Rosa,aerodrome,nominatim,2025-11-06T01:55:04,2025-11-06T01:55:04
3,campello,Sin clasificar,"DOSIER DE PRENSA (5 DE NOVIEMBRE) | Noticias del Ayuntamiento de Calp https://noticias.calp.es/es/noticia/dosier-de-prensa-5-de-noviembre-1 Del barro a los datos: el futuro de Calp se mide en inteligencia, no en ladrillos El exalcalde de Calp, entre los diputados del PP que no han aplaudido a las víctimas de la DANA en el Congreso Enormes restos de obras públicas entre 1.700 kilos de basura mar...",WEB noticias.calp.es,55.782677,37.523995,37UDB0743282878,inteligencia,Москва,Москва,military,nominatim,2025-11-05T09:25:13,2025-11-05T09:25:13
4,campello,Sin clasificar,DOSIER DE PRENSA 🗞️ Ya podéis consultar el dosier de prensa con las noticias que los medios de comunicación han publicado hoy sobre Calp. 📅 05/11/2025 🌐 https://noticias.calp.es/es/noticia/dosier-de-prensa-5-de-noviembre-1 🔖 #Noticia,@AyuntamientodeCalp,60.399324,25.110255,35VLG9587697377,Noticia,Uusimaa,Helsingin seutukunta,company,nominatim,2025-11-05T09:47:22,2025-11-05T09:47:22
5,campello,Hazards,"El material acumulado complica la extinción del incendio en la nave de Elda, aunque evoluciona bien https://diariodealicante.net/material-complica-incendio-nave-elda/",@diarioAlicante,,,,nave de Elda,,,,mensajes,2025-11-05T09:53:23,2025-11-05T09:53:23
6,campello,Sin clasificar,"Noticias de Alicante La provincia de Alicante afronta este miércoles 5 de noviembre una jornada de transición, con el cielo más cubierto que en días anteriores, aunque sin apenas riesgo de lluvia.",@AlicanteDirectoNews,,,,días anteriores,,,,mensajes,2025-11-05T10:09:22,2025-11-05T10:09:22
7,campello,Disturbios Civiles,"Mazón se va sin resolver su hora oscura https://www.informacion.es/nacional/2025/11/05/mazon-dimite-sin-resolver-hora-oscura-123371878.html El presidente valenciano anuncia su marcha a futuro entre la admisión de errores y la defensa de su relato, pero sin aclarar la gran incógnita que permanece un año después: dónde estuvo desde que despide a Vilaplana y llega al Palau de la Generalitat Carlos...",WEB www.informacion.es,41.241422,-88.419510,16TCL8105266529,Mazón,Illinois,Grundy County,administrative,nominatim,2025-11-05T10:15:15,2025-11-05T10:15:15
8,campello,Sin clasificar,"El ataque del gerente del PP provincial de Valencia a la presidenta de Víctimas Mortales 29-O: 'Qué poco queda para verte con sueldo del PSOE' https://www.informacion.es/politica/2025/11/04/ataque-gerente-pp-provincial-valencia-123353364.html El ataque del gerente del PP provincial de Valencia a la presidenta de Víctimas Mortales 29-O: ""Qué poco queda para verte con sueldo del PSOE"" Miembros de...",WEB www.informacion.es,,,,ataque del gerente del PP provincial de Valencia a la presidenta de Víctimas Mortales 29-O,,,,mensajes,2025-11-05T10:15:16,2025-11-05T10:15:16
9,campello,Hazards,Los bomberos avanzan en la extinción del incendio de una fábrica de pieles en Elda https://www.informacion.es/elda/2025/11/05/bomberos-avanzan-extincion-incendio-fabrica-pieles-elda-alicante-123371336.html Los bomberos avanzan en la extinción del incendio de una fábrica de pieles en Elda El Consorcio asegura que las llamas han destruido por completo una de las tres naves del complejo industrial...,WEB www.informacion.es,35.661543,139.698750,54SUE8221947189,extinción del incendio de una fábrica de pieles en Elda https://www,,渋谷区,theatre,nominatim,2025-11-05T10:15:17,2025-11-05T10:15:17
10,campello,Sin clasificar,"#ReunionsDeBarri 👥💬 En parlem? Hui dimecres, 5 de novembre, 2⃣ reunions de barri: 🙋‍♀️ Darrere del Castell (📍 Joventut) 🙋‍♂️ Les Roques (📍 Les Portelles) Us hi esperem! 🕖 A les 19 h ------------- #ReunionesDeBarrio 👥💬 ¿Hablamos? Hoy miércoles, 5 de noviembre, 2⃣ reuniones de barrio: 🙋‍♀️ Darrere del Castell (📍 Joventut) 🙋‍♂️ Les Roques (📍 Les Portelles) ¡Os esperamos! 🕖 A las 19 h",@AjuntamentDeDenia,,,,parlem? Hui dimecres,,,,mensajes,2025-11-05T10:22:22,2025-11-05T10:22:22
