fecha,hora,pais,categoria_sicu,descripcion,localizacion,lat,lon,fuente_URL
2025-11-27,11:09:06,Haiti,Criminalidad,El asesinato del Presidente Jovenel Moïse en 2021 agravó la crisis constitucional de Haití.,Mirebalais Hospital,18.834,-72.104,WEB https://www.hrw.org/americas/haiti
2025-11-27,11:09:10,Haiti,Criminalidad,"Haití Haití Las últimas noticias de hoy del Secretario de Seguridad Nacional de Al Jazeera Noem determinan que es seguro que los haitianos regresen a casa, a pesar de la violencia generalizada de las pandillas.",,,,WEB https://www.aljazeera.com/where/haiti/
2025-11-27,11:09:54,Haiti,Hazards,"Los Estados Unidos anuncian el final del TPS para los haitianos Haití: un incendio intencional devas devas la Institución del Sagrado Cor Corazón de Turgeau Washington bajo tensión: dos miembros de la Guardia Nacional muertos Crisis en el CPT: Laurent Saint Cyr San Cyr condena a Fritz Jean y rechaza cualquier ruptura con el PM August Heleno: el general de las Naciones Unidas de la Massasacre de Cité Soleil derrotado por la justicia brasilada Acusados por el jefe de gang lanmò san jueba, Apaid y Baker entrevistados por el BLTS Estados Unidos: el DOGE, símbolo de la eficacia gubernamental de...  [Enlace: https://t.co/DWr3fatdtH] [Enlace: https://t.co/L98m24gepo] [Enlace: https://t.co/mYa63WyVLF] [Enlace: https://t.co/DiXZDwl2HR]",Cité Soleil,18.606,-72.353,WEB https://lequotidien509.com
2025-11-27,11:10:24,Haiti,Conflicto Armado,Home INVESTIGATION AND ANALYSIS OF ORGANIZED CRIME The Pros and Cons of a US Intervention in Venezuela The world has been watching to see if the United States will escalate its militarized anti-drug mission in the Caribbean into a direct intervention aimed at toppling the regime of Venezuela’s President… How Industrial-Scale Crypto Laundering Sustains Mexico’s Synthetic Drug Trade What’s Behind Costa Rica’s ‘First’ Transnational Criminal Organization? On the Radar: Rebel Leader Iván Mordisco Threatens Violence After Colombia Military Strikes Explained: Allegations Dissident FARC Group Had G...,,,,WEB https://insightcrime.org
2025-11-27,11:10:25,Haiti,Disturbios Civiles,ACLED ACLED es un monitor de conflictos independiente e imparcial que proporciona datos y análisis en tiempo real sobre conflictos violentos y protestas en todos los países y territorios del mundo.,,,,WEB https://acleddata.com
2025-11-27,11:10:27,Haiti,Conflicto Armado,"Safe Airspace - Conflict Zone & Risk Database La base de datos Conflict Zone & Risk Database proporciona un recurso único, independiente y eternamente libre para todas las advertencias de riesgo del espacio aéreo, de modo que las aerolíneas y los operadores de aeronaves puedan ver fácilmente la imagen de riesgo actual para el espacio aéreo desconocido. Safe Airspace es una iniciativa de OPSGROUP , una organización independiente de miembros con 7000 miembros, compuesta por aerolíneas, departamentos de vuelos corporativos, operadores privados, operadores charter, militares y gubernamentales.",,,,WEB https://safeairspace.net
2025-11-27,11:13:47,Haiti,Conflicto Armado,"La Embajada de los Estados Unidos en El Salvador confirmó la transferencia de dos helicópteros militares Bell UH-1N al contingente salvadoreño desplegado en Haití en el marco de la Fuerza para la Represión de las Pandillas, con el fin de reforzar la capacidad operacional de la misión, en particular en las esferas de la seguridad y la evacuación médica. (Haiti Info Proj)",,,,@haitianaute
2025-11-27,14:58:01,Haiti,Criminalidad,"Desde 1898, la información diaria La PNH lanza las consultas para su plan estratégico 2026-2030 L.A.UE lanza dos programas para fortalecer la gobernanza local y el sistema educativo en el Nordeste Dos muertos en un ataque armado en Petit-Rivière de l-Rivière Artibonite El MCFDF denuncia la violencia digital de mujeres y niñas Patrimonio cultural inmaterial de la humanidad: Opinión favorable para el compas Despliegue antidrogas: los Estados Unidos consiguen utilizar instalaciones dominiques Haití nunca perdió nunca la ocasión de perder la ocasión Jean-Antoine Mathias Laureus se pregunta sobr...",Mirebalais Hospital,18.834,-72.104,WEB https://lenouvelliste.com/
2025-11-27,14:58:20,Haiti,Criminalidad,El asesinato del Presidente Jovenel Moïse en 2021 agravó la crisis constitucional de Haití.,Mirebalais Hospital,18.834,-72.104,WEB https://www.hrw.org/americas/haiti
2025-11-27,14:58:22,Haiti,Criminalidad,"Haití Haití Las últimas noticias de hoy del Secretario de Seguridad Nacional de Al Jazeera Noem determinan que es seguro que los haitianos regresen a casa, a pesar de la violencia generalizada de las pandillas.",,,,WEB https://www.aljazeera.com/where/haiti/
